,sentence,task,label,encoded,output,target
1114,This paper studies the dynamics-based curiosity intrinsic reward where the agent is rewarded highly in states where the forward dynamic prediction errors are high in an embedding space (either due to complexity of the state or unfamiliarity).,fine,arg-structuring_summary,8.0,8,8
1115,"Overall I like the paper, it's systematic and follows a series of practical considerations and step-by-step experimentations.",fine,none,9.0,9,9
1116,One of the main area which is missing in the paper is the comparison to two other class of RL methods: count-based exploration and novelty search.,fine,none,9.0,9,9
1117,"While the section 4 has a discussion on related papers, there's no systematic experimental comparison across these methods.",fine,none,9.0,9,9
1118,"In sec. 4, there's a reference to an initial set of experiments with count-based methods without much details.",fine,arg-request_edit,1.0,9,1
1119,Another area of improvement is the experiments around VAE.,fine,arg-request_experiment,2.0,9,2
1120,"While the paper shows experimentally that they aren't as successful as the RFs or IDFs, there's no further discussion on the reasons for poor performance.",fine,none,9.0,9,9
1121,Also it's not clear from the details in the paper what are the architectures for the VAE and RFs (there's a reference to the code but would've been better to have sufficient details in the paper).,fine,arg-request_edit,1.0,9,1
1122,An interesting area for future work could be on early stopping techniques for embedding training - it seems that RFs perform well without any training while in some scenarios the IDFs work overall the best.,fine,arg-request_experiment,2.0,2,2
1123,So it would be interesting to explore how much training is needed for the embedding model.,fine,arg-request_experiment,2.0,2,2
1124,RFs are never trained and IDFs are continuously trained.,fine,none,9.0,9,9
1125,So maybe somewhere in between could be the sweet spot with training for a short while and then fixing the features.,fine,none,9.0,9,9
1126,"This paper proposes two new architectures for processing set-structured data: An RNN with an accumulator on its output, and an RNN with gating followed by an accumulator on its output.",fine,arg-structuring_summary,8.0,8,8
1127,"While sensible, this seems to me to be too minor a contribution to stand alone as a paper.",fine,none,9.0,9,9
1128,"Additionally, I believe the experimental tasks are new, and as a result all implementations of competing techniques are by the paper authors. This makes it difficult to have confidence in the higher reported performance of the proposed techniques.",fine,none,9.0,9,9
1129,Algorithms for Streaming data using a machine learning oracle is analyzed theoretically and empirically.,fine,arg-structuring_summary,8.0,8,8
1130,The idea is to build on some recent work (Hsu 19) which used RNNs to predict heavy hitters in streaming data.,fine,arg-structuring_summary,8.0,8,8
1131,The purpose of this paper is to analyze whether such an oracle can help streaming algorithms to obtain improved bounds.,fine,none,9.0,8,9
1132,I am not very familiar with this line of research so my comments will be more general in this case.,fine,none,9.0,9,9
1133,The idea of improved bounds for streaming algorithms using machine learning oracle seems to be very appealing to me.,fine,none,9.0,9,9
1134,The authors present novel theoretical results supporting this.,fine,none,9.0,9,9
1135,Experiments are performed on real as well as synthetic datasets using Hsu et al.’s method as an oracle.,fine,none,9.0,8,9
1136,"Two real-world problems are selected, i.e., distinct packets in a network flow, Number of occurrences of each type of search query, and it is shown that using a oracle improves performance as compared to methods that do not use the oracle.",fine,none,9.0,8,9
1137,"Overall, I think the paper seems to be  an interesting direction which has both formal guarantees and experiments validating them in real-world datasets.",fine,none,9.0,9,9
1138,"One issue is perhaps, very little in terms of related work.",fine,arg-request_edit,1.0,9,1
1139,I am not sure if this is the first work in this direction of proving bounds assuming an oracle or if there is some background work that the authors could provide to put this into context.,fine,none,9.0,9,9
1140,The paper proposed to use a prior distribution to constraint the network embedding.,fine,arg-structuring_summary,8.0,8,8
1141,The paper used very restricted Gaussian distributions for the formulation.,fine,none,9.0,9,9
1142,The proposed approach should compared to other stronger methods such as graph convolution neural network/message passing neural networks/structure2vec.,fine,none,9.0,9,9
1143,This work is clearly the work of a large team.,fine,none,9.0,9,9
1144,the paper clearly defines what is being done.,fine,none,9.0,9,9
1145,I have spent a lot of effort with MCTS. I can not find the corresponding allowance for stochastic jumps in the latent space long horizon learning.,fine,none,9.0,9,9
1146,"You have the phrase ""allowing to imagine thousands of trajectories in parallel"". I would like some elaboration on this. I think you have ideas of what is happening in the latent space that I am not following.",fine,arg-request_explanation,3.0,2,3
1147,You are heavy on the machinery and math. I find the learning in the latent space the important part and there are things like how much simulation is done in the latent learning not clearly spelled out. How does the effort compare to the 1E9 steps of the base line your refer to?,fine,arg-request_explanation,3.0,3,3
1148,Your team is highly competent your style is distinct.,fine,none,9.0,9,9
1149,"Now may be the time to move you to understanding what structures get learned in latent space, are the in fact compact, diverse?",fine,arg-request_explanation,3.0,3,3
1150,Perhaps there is room for memory/memories in the latent space?,fine,arg-request_explanation,3.0,3,3
1151,"Massive effort, nice results. Now for learning on our part (the humans).",fine,none,9.0,9,9
1152,* Summary,fine,arg-structuring_summary,8.0,6,8
1153,The paper proposes an improved method for computing derivatives of the expectation.,fine,arg-structuring_summary,8.0,8,8
1154,Such problems arises with many probabilistic models with noises or latent variables.,fine,arg-structuring_heading,6.0,9,6
1155,"The paper proposes a new gradient estimator of low variance applicable in certain scenarios, in particular it allows training of generative models in which observations and/or latent variables are discrete.",fine,arg-structuring_summary,8.0,8,8
1156,"The submission clearly improves the state-of-the-art, experimentally demonstrates the method on several problems comparing with the alternative techniques.",fine,none,9.0,9,9
1157,"In what concerns the optimization, the method achieves a better objective value much faster, confirming that it is a lower variance gradient estimator.",fine,none,9.0,9,9
1158,The clarity of the presentation (in particular the description of when the method is applicable) and the technical correctness of the paper are somewhat lacking.,fine,none,9.0,9,9
1159,"In terms of applicability, it seems that many cases where discrete latent variables would be really interesting are not covered (e.g. sigmoid belief networks); the paper demonstrates experiments with discrete images (binary or 4-bit) not particularly motivated in my opinion.",fine,none,9.0,9,9
1160,"It also contains lots of additional technical details and experiments in the appendix, which I unfortunately did not review.",fine,none,9.0,9,9
1161,*,fine,none,9.0,9,9
1162,Clarity,fine,arg-structuring_heading,6.0,6,6
1163,In the abstract the paper promises more than it delivers.,fine,none,9.0,9,9
1164,Many problems can be cast as optimizing an expectation-based objective.,fine,none,9.0,9,9
1165,The result does not at all apply to all of them.,fine,none,9.0,9,9
1166,"The reparameterization trick does not apply to all continuous random variables, only to such that the reparameterization satisfies certain smoothness conditions.",fine,none,9.0,9,9
1167,Discrete variables are supported by the method only in the case that the distribution factors over all discrete variables conditionally on any additional “continuous variables” (to which the reparameterization trick is applicable).,fine,none,9.0,9,9
1168,This very much limits the utility of the method.,fine,none,9.0,9,9
1169,"In particular it is not applicable to learning e.g. sigmoid belief networks [Neal, 92] (with conditional Bernoulli units) and many other problems.",fine,none,9.0,9,9
1170,“reparametrizable distributions”,fine,none,9.0,9,9
1171,"A Bernoulli(p) random variable is discrete, yet it is reparametrizable as [Z>p] with Z following standard logistic distribution, whose density and cdf is smooth.",fine,none,9.0,9,9
1172,Because of the above many discussions about discrete vs. continuous variables are missleading.,fine,none,9.0,9,9
1173,Section 2.,fine,none,9.0,9,9
1174,The notation of the true distribution as “q” the model as p and the approximate posterior of the model as “q” again is inconsistent.,fine,none,9.0,9,9
1175,I find the background on ELBO and GANs unnecessary occluding the clarity at this point.,fine,none,9.0,9,9
1176,"For the purpose of introduction, it might be better to give examples of expectation objectives such as:",fine,arg-request_explanation,3.0,1,3
1177,"- dropout: q is the distribution of NN outputs given the input image and integrating out latent dropout noises, gamma are parameters of this NN.",fine,arg-request_explanation,3.0,9,3
1178,"- VAE, GAN: q is the generative model defined as a mapping of a standard multivariate normal distribution by a NN.",fine,arg-request_explanation,3.0,9,3
1179,- sigmoid belief networks: q is a Bayesian network where each conditional distribution is a logistic regression model.,fine,arg-request_explanation,3.0,9,3
1180,"Then to state to which of these cases the results of the paper are applicable, allow for an improvement of the variance and at what additional computational cost (considering the cost of evaluating the discrete derivatives).",fine,arg-request_explanation,3.0,2,3
1181,Section 3.,fine,none,9.0,9,9
1182,"Contrary to the discussion, there are examples of non-negative distributions to which the reparameterization trick can be applied, including log-Normal and Gamma distributions.",fine,none,9.0,9,9
1183,Method:,fine,none,9.0,6,9
1184,"In the case when Rep trick is applicable, is it identical to GO?",fine,none,9.0,3,9
1185,The difference seems to be only in that the mapping tau may be different from Q^-1.,fine,none,9.0,9,9
1186,"However, this only affects the method of drawing the samples from a fixed known distribution and should have no more effect on the results than say a choice of a pseudo-random number generator.",fine,none,9.0,9,9
1187,"Yet, in Fig.1 some difference is observed between the methods, why is that so?",fine,none,9.0,3,9
1188,Sec 7.1,fine,none,9.0,9,9
1189,“We adopt the sticking approach hereafter”. Does it mean it is applied with all experiments with GO?,fine,none,9.0,3,9
1190,* Related Work,fine,none,9.0,9,9
1191,The state of the art allows combining differentiable and non-differentiable pieces of computation:,fine,none,9.0,9,9
1192,"[Schulman, J., Heess, N., Weber, T., Abbeel, P.: Gradient estimation using stochastic computation graphs.]",fine,none,9.0,9,9
1193,I believe it should be discussed in related work.,fine,arg-request_edit,1.0,1,1
1194,Limitations / where the proposed method brings an improvement should be highlighted.,fine,arg-request_result,4.0,1,4
1195,* Technical Correctness,fine,none,9.0,9,9
1196,"Equations (5) and (6) require a theorem of differentiating under integral (expectation), such as Leibnitz rule, which in case of (6) requires q_gamma(y)f(y) to be continuous in y and q_gamma(y) continuously differentiable in gamma.",fine,arg-request_edit,1.0,9,1
1197,Equation (7) (integration by parts) holds only with some additional requires on f.,fine,none,9.0,9,9
1198,Theorem 1 does not take account for the above conditions.,fine,none,9.0,9,9
1199,This paper proposes variational selective autoencoders (VSAE) to learn the joint distribution model of full data (both observed and unobserved modalities) and the mask information from arbitrary partial-observation data.,fine,arg-structuring_summary,8.0,8,8
1200,"To infer latent variables from partial-observation data, they introduce the selective proposal distribution that switches encoders depending on whether each input modality is observed.",fine,arg-structuring_summary,8.0,8,8
1201,"This paper is well written, and the method proposed in this paper is nice.",fine,none,9.0,9,9
1202,"In particular, the idea of the selective proposal distribution is interesting and provides an effective solution to deal with the problem of missing modality in conventional multimodal learning.",fine,none,9.0,9,9
1203,The experiment is also well structured and shows higher performance than the existing models.,fine,none,9.0,9,9
1204,"However, I have some questions and comments, so I’d like you to answer them.",fine,none,9.0,9,9
1205,Comments:,fine,arg-structuring_heading,6.0,6,6
1206,"- The authors state that x_j is sampled from the ""prior network"" to calculate E_x_j in Equation 10, but I didn’t understand how this network is set up. Could you explain it in detail?",fine,arg-request_explanation,3.0,3,3
1207,"- The authors claim that adding p(m|z) to the objective function (i.e., generating m from the decoder) allows the latent variable to have mask information.",fine,arg-structuring_quote,7.0,9,7
1208,"However, I don’t know how effective this is in practice.",fine,none,9.0,9,9
1209,"Specifically, how performance differs compared to when p (m | z) is not used and the decoder p (x | z, m) is conditioned by the mask included in the training set instead of the generated mask?",fine,arg-request_clarification,0.0,3,0
1210,"- Why did you not do image inpainting in higher-dimensional experiments like Ivanov et al. (2019), i.e., considering each pixel as a different modality? Of course, I know that Ivanov et al. require the full data as input during training, but I’m interested in whether VSAE can perform inpainting properly even if trained given imperfect images.",fine,arg-request_experiment,2.0,3,2
1211,"This paper proposes using spectral normalization (SN) as a regularization for adversarial training, which is based on [Miyato et. al., ICLR 2018], where the original paper used SN for GAN training.",fine,arg-structuring_summary,8.0,8,8
1212,"The paper also uses the results from [Neyshabur et. al., ICLR 2018], where the original paper provided generalization bounds that depends on spectral norm of each layer.",fine,arg-structuring_summary,8.0,9,8
1213,"The paper is well written in general, the experiments are extensive.",fine,arg-structuring_summary,8.0,9,8
1214,"The idea of studying based on the combination of the results from two previous papers is quite natural, since one uses spectral normalization in practice for GAN training, and the other provides generalization bound that depends on spectral norm.",fine,none,9.0,9,9
1215,"The novelty of the algorithm itself is limited, since GAN and adversarial training are both minmax problems, and the original algorithm can be carried over easily.",fine,none,9.0,9,9
1216,The experimental result itself is quite comprehensive.,fine,none,9.0,9,9
1217,"On the other hand, this paper provides specific generalization bounds under three adversarial attack methods, which explains the power of SN under those settings.",fine,none,9.0,8,9
1218,"However, it is not clear to me that these are some novel results that can better help adversarial training.",fine,arg-request_explanation,3.0,9,3
1219,The paper proposes a method to do math reasoning purely using formula embeddings.,fine,arg-structuring_summary,8.0,8,8
1220,The proposed method employs a graph neural network to embed math formulas to a latent space.,fine,arg-structuring_summary,8.0,8,8
1221,"The formula embeddings are then combined with theorem embeddings (also formulas, computed in the same way as formula embeddings) to predict whether one can do one step of math reasoning using the corresponding theorem, and also to predict the embeddings of the resulting formula.",fine,arg-structuring_summary,8.0,8,8
1222,Empirically the authors demonstrate that the method can be chained end-to-end to do multiple steps of reasoning purely in the latent space.,fine,arg-structuring_summary,8.0,8,8
1223,"I tend to accept this paper, (but also OK if it gets rejected), for the following reasons: (1) the idea is novel and interesting; (2) the writing of the paper is below conference standard and very hard to read, especially the method and the experiment sections.",fine,none,9.0,9,9
1224,===========================================================================,fine,arg-structuring_heading,6.0,6,6
1225,Novelty and significance,fine,arg-structuring_heading,6.0,6,6
1226,I really like the idea of doing math reasoning in latent space.,fine,none,9.0,9,9
1227,The idea is definitely novel and interesting.,fine,none,9.0,9,9
1228,It is related to existing works such as neural logic induction[1] and planning in latent space[2].,fine,none,9.0,9,9
1229,It is amazing that one can do multiple steps of math reasoning after only training the model using data from one single step.,fine,none,9.0,9,9
1230,It would be interesting to see how it can improve existing learning-based theorem provers.,fine,arg-request_explanation,3.0,2,3
1231,"My question is if we want to integrate the proposed method into theorem provers, after multiple steps of math reasoning, how would us know the goal has been proved? Is it possible that we can train a decoder that maps back from the latent space to the formula space?",fine,arg-request_explanation,3.0,3,3
1232,Also can it work with theorems that decompose the current goal into several sub-goals?,fine,arg-request_explanation,3.0,3,3
1233,"I know these are not the concerns of this paper, but I would be really grateful if you could provide some intuitive answers!",fine,none,9.0,9,9
1234,===========================================================================,fine,arg-structuring_heading,6.0,6,6
1235,Writing,fine,arg-structuring_heading,6.0,6,6
1236,"The paper is not well-organized and not written in a consistent way. For the method and the experiment sections, I need to jump back and forth several times in order to understand what the authors are trying to say.",fine,none,9.0,9,9
1237,"1. Typo: Third paragraph in section 1, ""...which is makes use of ..."".",fine,arg-request_typo,5.0,5,5
1238,2. It's very confusing when the authors introduce \sigma and \omega in the beginning of section 4: why would you need two networks predict the same thing?,fine,arg-request_explanation,3.0,3,3
1239,"3. Mentioning ""merging \sigma and \omega, is left for future work"" is confusing before formally introducing \sigma and \omega.",fine,none,9.0,9,9
1240,"4. Even when the authors formally introduce \sigma and \omega in 4.2, it is still not clear that why both of them are used for modelling the success probability.",fine,none,9.0,9,9
1241,"5. In fact, I don't know why \omega needs to output p. It's never mentioned in the experiment section.",fine,none,9.0,9,9
1242,6. The rationale of the two tower design (why not combine two) is not clearly explained.,fine,none,9.0,9,9
1243,"7. Typo: Page 5 last paragraph, ""... negative instances for for each ..."".",fine,arg-request_typo,5.0,5,5
1244,"8. The itemized part in 5.3, ""...carefully selected baselines: 1.xxx, 2.xxx, 3. xxx, 4. xxx"". However, both 3 and 4 are not baselines!",fine,none,9.0,9,9
1245,9. It is not clear that baseline 1 and 2 correspond to which baselines in later experiments.,fine,none,9.0,9,9
1246,10. Reading the baselines before the experiments is very confusing.,fine,none,9.0,9,9
1247,"For example, for baseline 1, it is very hard to understand why would we want to use such an unusual baseline, and why it is called a ""random baseline"".",fine,arg-request_explanation,3.0,9,3
1248,"11. Baseline 2 is actually referred to as ""usage baseline"" but this name is not introduced in the itemized part.",fine,none,9.0,9,9
1249,"[1] Rocktäschel, Tim, and Sebastian Riedel. ""End-to-end differentiable proving."" Advances in Neural Information Processing Systems. 2017.",fine,none,9.0,9,9
1250,"[2] Srinivas, Aravind, et al. ""Universal planning networks."" arXiv preprint arXiv:1804.00645 (2018).",fine,none,9.0,9,9
1251,This paper proposes an extension to the continual learning framework using existing variational continual learning (VCL) as the base method.,fine,arg-structuring_summary,8.0,8,8
1252,"In particular, it proposes to use the weight of evidence (WE) (from Zintgraf et al 2017) for each task.",fine,arg-structuring_summary,8.0,8,8
1253,"Firstly, this WE can be used to visualize the learned model (as used in Zintgraf et. al. 2017).",fine,arg-structuring_summary,8.0,8,8
1254,The novelty of this paper is:,fine,arg-structuring_heading,6.0,6,6
1255,1. to use this WE from the current task to generate a silence map (by smoothing the WE) for the next task.,fine,arg-structuring_summary,8.0,8,8
1256,This is interpreted the learned the learned attention region.,fine,arg-structuring_summary,8.0,8,8
1257,Such an approach is named Interpretable COntinual Learning (ICL),fine,arg-structuring_summary,8.0,8,8
1258,2. The paper proposes a metric for the saliency map naming FSM which is an extension of existing metric SSR.,fine,arg-structuring_summary,8.0,8,8
1259,"The extension is to take pixel count to compute the area instead of using rectangular region area, as well as taking the distance between pixels into account.",fine,arg-structuring_summary,8.0,8,8
1260,This metric can be used to evaluate the level of catastrophic forgetting.,fine,arg-structuring_summary,8.0,8,8
1261,Pro:,fine,arg-structuring_heading,6.0,6,6
1262,"In general, the idea is very intuitive and make sense.",fine,none,9.0,9,9
1263,The paper also demonstrates superior performance with the proposed method on continual learning on all classic tasks comparing with VCL and EWC.,fine,none,9.0,9,9
1264,The presentation is very easy to follow.,fine,none,9.0,9,9
1265,It seems like a valid and flexible extension that can be used in other continual learning frameworks.,fine,none,9.0,9,9
1266,Cons:,fine,arg-structuring_heading,6.0,6,6
1267,The theoretical contribution is very limited.,fine,none,9.0,9,9
1268,The work is rather incremental from current state-of-the-art methods.,fine,none,9.0,9,9
1269,There should be a better discussion of related work on the topic.,fine,none,9.0,2,9
1270,"The paper currently only mentions the most related work for the proposed method,  using the whole section 2 to describe VCL and use section 3 to describe FSM and half of section 5 to describe SSR.",fine,none,9.0,9,9
1271,A general overview of related work in these directions are needed.,fine,arg-request_edit,1.0,9,1
1272,Other:,fine,arg-structuring_heading,6.0,6,6
1273,1. The paper should also consider more recently proposed evaluation metrics such as discussed in https://arxiv.org/pdf/1805.09733.pdf,fine,arg-request_experiment,2.0,1,2
1274,2. The author should try to avoid using yellow color in plots.,fine,arg-request_edit,1.0,1,1
1275,Update 11/21,fine,arg-structuring_heading,6.0,9,6
1276,"With the additional experiments (testing a new image, testing fine-tuning of hand-crafted features), additions to related work, and clarifications, I am happy to raise my score to accept.",fine,none,9.0,9,9
1277,"Overall, I think this paper is a nice sanity check on recent self-supervision methods.",fine,none,9.0,9,9
1278,"In the future, I am quite curious about how these mono-image learned features would fare on more complex downstream tasks (e.g., segmentation, keypoint detection) which necessarily rely less on texture.",fine,arg-request_result,4.0,2,4
1279,Summary,fine,arg-structuring_heading,6.0,6,6
1280,This paper seeks to understand the role of the *number of training examples* in self-supervised learning with images.,fine,arg-structuring_summary,8.0,8,8
1281,The usefulness of the learned features is evaluated with linear probes at each layer for either ImageNet or CiFAR image classification.,fine,arg-structuring_summary,8.0,8,8
1282,"Empirically, they find that a single image along with heavy data augmentation suffices for learning the first 2-3 layers of convolutional weights, while later layers improve with more self-supervised training images.",fine,arg-structuring_summary,8.0,8,8
1283,"The result holds for three state-of-the-art self-supervised methods, tested with two single-image training examples.",fine,arg-structuring_summary,8.0,8,8
1284,"In my view, learning without labels is an important problem, and it is interesting what can be learned from a single image and simple data augmentation strategies.",fine,none,9.0,9,9
1285,Comments / Questions,fine,arg-structuring_heading,6.0,6,6
1286,"It seems to me that for completeness, Table 4 should include the result of training a supervised network on top of random conv1/2 and Scattering network features, because this experiment is actually testing what we want - performance of the features when fine-tuned for a downstream task.",fine,arg-request_result,4.0,9,4
1287,"So for example, even if a linear classifier on top of Scattering features does poorly, if downstream fine-tuning results in the same performance as another pre-training method, then Scattering is a perfectly fine approach for initial features.",fine,arg-request_result,4.0,9,4
1288,Could the authors please either correct this logic or provide the experiments?,fine,none,9.0,3,9
1289,"Further, it seems that the results in Table 4 might be a bit obscured by the size of the downstream task dataset.",fine,none,9.0,9,9
1290,I wonder if the learned features require fewer fully supervised images to obtain the same performance on the downstream task?,fine,arg-request_explanation,3.0,3,3
1291,Can the authors clarify how the neural style transfer experiment is performed?,fine,arg-request_clarification,0.0,2,0
1292,"The method from Gatys et al. requires features from different layers of the feature hierarchy, including deeper layers.",fine,none,9.0,9,9
1293,Are all these features taken directly from the self-supervised network or is it fine-tuned in some way?,fine,arg-request_explanation,3.0,3,3
1294,"While I appreciate the computational burden of testing more images, it does feel that Image A and B are quite cherry-picked in being very visually diverse.",fine,none,9.0,9,9
1295,"Because of this, it seems like a precise answer to what makes a good single training image remains unknown.",fine,none,9.0,9,9
1296,I wonder how feasible it is to find a proxy metric that corresponds to the performance on downstream tasks which is expensive to compute.,fine,arg-request_experiment,2.0,2,2
1297,It might be interesting to try to generate synthetic images (or modify real ones) that are good for this purpose and observe their properties.,fine,arg-request_experiment,2.0,2,2
1298,"I disagree with the claim of practicality in the introduction (page 2, top).",fine,none,9.0,9,9
1299,"While training on one image does reduce the burden of number of images, the computational burden remains the same. And as mentioned above, it doesn’t seem likely that *any* image would work for this method.",fine,none,9.0,9,9
1300,"Finally, more images are needed to learn the deeper layers for the downstream task anyway.",fine,none,9.0,9,9
1301,The paper is well-written and clear.,fine,none,9.0,9,9
1302,The paper design a low variance gradient for distributions associated with continuous or discrete random variables.,fine,arg-structuring_summary,8.0,8,8
1303,The gradient is designed in the way to approximate the  property of reparameterization gradient.,fine,arg-structuring_summary,8.0,8,8
1304,The paper is comprehensive and includes mathematical details.,fine,arg-structuring_summary,8.0,9,8
1305,I have following comments/questions,fine,arg-structuring_heading,6.0,6,6
1306,1. What is the \kappa in “variable-nabla” stands for? What is the gradient w.r.t. \kappa?,fine,none,9.0,3,9
1307,"2. In Eq(8), does the outer expectation w.r.t . y_{-v} be approximated by one sample? If so, it is using the local expectation method.",fine,none,9.0,3,9
1308,How does that differs from Titsias & Lazaro-Gredilla(2015) both mathematically and experimentally?,fine,none,9.0,3,9
1309,"3. Assume y_v is M-way categorical distribution, Eq(8) evaluates f by 2*V*M times which can be computationally expensive.",fine,none,9.0,9,9
1310,What is the computation complexity of GO? How to explain the fast speed shown in the experiments?,fine,none,9.0,3,9
1311,4. A most simple way to reduce the variance of REINFORCE gradient is to take multiple Monte-Carlo samples at the cost of more computation with multiple function f evaluations.,fine,none,9.0,9,9
1312,"Assume GO gradient needs to evaluate f N times, how does the performance compared with the REINFORCE gradient with N Monte-Carlo samples?",fine,none,9.0,3,9
1313,"5. In the discrete VAE experiment, upon brief checking the results in Grathwohl(2017), it shows validation ELBO for MNIST as (114.32,111.12), OMNIGLOT as (122.11,128.20) from which two cases are better than GO.",fine,none,9.0,9,9
1314,Does the hyper parameter setting favor the GO gradient in the reported experiments?,fine,none,9.0,3,9
1315,Error bar may also be needed for comparison.,fine,arg-request_result,4.0,1,4
1316,What about the performance of GO gradient in the 2 stochastic layer setting in Grathwohl(2017)?,fine,none,9.0,3,9
1317,"6. The paper claims GO has less parameters than REBAR/RELAX. But in Figure 9, GO has more severe overfitting. How to explain this contradicts between the model complexity and overfitting?",fine,none,9.0,3,9
1318,The paper proposes a few variations on the RGCN model with adding attention to either within relations or across relations.,fine,arg-structuring_summary,8.0,8,8
1319,Unfortunately the paper falls short in two main areas:,fine,arg-structuring_heading,6.0,6,6
1320,- novelty: the additions proposed are small modifications to existing algorithms and there are other methods of attention on graphs which have been discussed in the paper but not directly compared to (e.g. this method builds heavily on Velickovic et al 2017),fine,none,9.0,9,9
1321,"- impact: the results achieved in the experiments are very small improvements compared to the baseline of RGCN (~ +0.01 in two experiments and ~ -0.04 in another) and often these small variations in results can be compensated with better baselines training (e.g. better hyper-params, ...)",fine,none,9.0,9,9
1322,"However, on a positive note, the paper has been written very well and I really liked the frank discussion on page 8 about results on MUTAG dataset.",fine,none,9.0,9,9
1323,This paper proposes a self-auxiliary-training method that aims to improve the generalization performance of simple supervised learning.,fine,arg-structuring_summary,8.0,8,8
1324,"The basic idea is to train the classification network to predict fine-level auxiliary labels in addition to the ground-truth coarse label, where the auxiliary labels used in training is generated by a generator network.",fine,arg-structuring_summary,8.0,8,8
1325,"During training, the classification network and the generator network are alternatively updated, and the update of the latter aims to maximize the improvement of the former after using the generated auxiliary label for training.",fine,arg-structuring_summary,8.0,8,8
1326,The method requires a class hierarchy in advance to define the binary mask applied to the output layer for auxiliary class prediction.,fine,arg-structuring_summary,8.0,8,8
1327,A KL divergence term is attached to the optimization objective to avoid generating trivial and collapsing auxiliary classes.,fine,arg-structuring_summary,8.0,8,8
1328,Pros:,fine,arg-structuring_heading,6.0,6,6
1329,1) The main idea is simple and easy to understand.,fine,none,9.0,9,9
1330,"2) It discusses the class collapsing problem in generating pseudo (auxiliary) labels and provides a reasonable solution, i.e., using KL divergence as regularization.",fine,none,9.0,9,9
1331,3) Uses several visualizations to show experimental results.,fine,none,9.0,9,9
1332,Cons:,fine,arg-structuring_heading,6.0,6,6
1333,"1) The problem it aims to solve is neither multi-task learning nor meta-learning: it tries to solve a supervised classification problem defined on principle classes, with the help of simultaneously predicting/generating auxiliary class labels.",fine,none,9.0,9,9
1334,"Although the concept of ""task"" is not explicitly defined in this paper, the authors seem to associate each task with a specific class.",fine,none,9.0,9,9
1335,"This is not correct: in meta-learning, each task is a subset of classes drawn from a ground set of classes, and different tasks are independently sampled.",fine,none,9.0,9,9
1336,"In addition, the classification models for different tasks are independent, though their training might be related by a meta-learner.",fine,none,9.0,9,9
1337,"Hence, the claims in multiple places of this paper and the names for the two networks are misleading.",fine,none,9.0,9,9
1338,"2) At the end of Page 4, the authors show that the update of the generator only depends on the improvement of the classifier after using the auxiliary label for training.",fine,none,9.0,9,9
1339,"In fact, the optimal auxiliary labels minimizing the objective is the ground truth label for principle classes.",fine,none,9.0,9,9
1340,This results in the class collapsing problem observed by the authors.,fine,none,9.0,8,9
1341,"The KL divergence regularization introduces extra randomness to the auxiliary labels and thus mitigates the problem, but it hardly provides any useful information except randomness.",fine,none,9.0,9,9
1342,"In other words, the auxiliary labels for a specific principle class are very possible to be multiple noisy copies of the principal label with random perturbations.",fine,none,9.0,9,9
1343,So it is not convincing to me that the auxiliary labels generated by the generator can be really helpful.,fine,none,9.0,9,9
1344,"My conjecture is that the observed improvements are mainly due to the softness of the auxiliary labels, which has been proved by model compression/knowledge distillation and recent ""born-again neural networks"".",fine,none,9.0,9,9
1345,"To verify this, the authors might need to compare the results with those methods (which use the generated soft probability of ground truth classes for training), and the ""random-noisy copies of soft principle label"" mentioned above.",fine,arg-request_result,4.0,2,4
1346,"3) The experiments lack comparisons to several important baselines from self-supervised learning community, and methods using soft labels for training (as mentioned in 2) above).",fine,none,9.0,9,9
1347,"A successful idea of self-supervised learning is to use the output feature map of the trained classification network to generate auxiliary training signals, since it provides extra information about the learned distance beyond the ground-truth labels.",fine,none,9.0,8,9
1348,"The authors might want to compare to ""Mathilde Caron, Piotr Bojanowski, Armand Joulin, and Matthijs Douze.",fine,arg-request_result,4.0,2,4
1349,"Deep Clustering for Unsupervised Learning of Visual Features. ECCV 2018."" and ""Carl Doersch and Andrew Zisserman. Multi-task self-supervised visual learning. ICCV 2017."" Moreover, since the method is not a meta-learning approach for few-shot learning, it is not fair and also not appropriate to compare with Prototypical Network.",fine,none,9.0,9,9
1350,"4) Although the paper claims that the ground truth fine labels are not required, it requires a class hierarchy, which in the experiments are provided by the dataset and defined between true coarse and fine classes.",fine,none,9.0,9,9
1351,"In practice, such hierarchy might be much harder to achieve than the primary (coarse) labels, and might be as costly to obtain as the true fine-class labels.",fine,none,9.0,9,9
1352,This weakens the feasibility of the proposed method.,fine,none,9.0,9,9
1353,"5) The experiments only test the proposed method on CIFAR100 and CIFAR10, which has at most 100 fine classes.",fine,none,9.0,9,9
1354,"It is necessary to test it on datasets with much more fine classes and much-complicated hierarchy, e.g., ImageNet, MS COCO or their subsets, which have ideal class hierarchy structures.",fine,none,9.0,9,9
1355,Minor comments:,fine,arg-structuring_heading,6.0,6,6
1356,Some important equations in the paper should be numbered.,fine,arg-request_typo,5.0,1,5
1357,This paper proposes an approach for automatic robot design based on Neural graph evolution.,fine,arg-structuring_summary,8.0,8,8
1358,"The overall approach has a flavor of genetical algorithms, as it also performs evolutionary operations on the graph, but it also allows for a better mechanism for policy sharing across the different topologies, which is nice.",fine,arg-structuring_summary,8.0,8,8
