,sentence,task,label,encoded,output,target
1608,"- Section 4: Would it be possible to train the vq-wav2vec model jointly with BERT, i.e. as one model? I suspect it would be difficult since, for the masking objective, the discrete units are already required, but maybe there is a scheme where this could work.",asp,asp_clarity,1.0,7,1
1609,"- Section 2.2: Similarly to the above question, would there be a way to incorporate the BERT principles directly into an end-to-end model, e.g. by randomly masking some of the continuous input speech?",asp,asp_clarity,1.0,7,1
1610,"- Section 3.3: What exactly does ""mode collapse"" refer to in this context? Would this be using only one codebook entry, for instance?",asp,asp_clarity,1.0,1,1
1611,"- Section 6: It seems that in all cases to obtain improvements from discritization, BERT is required on top of the vq-wav2vec discrete symbols.",asp,none,8.0,8,8
1612,Is it possible that the output acoustic model is simply better-matched to continuous rather than discrete input (direct vq-wav2vec gives discrete while BERT gives continuous)? Would it make sense to train the wav2vec acoustic model on top of the vqvae codebook entries (e) instead of directly on the symbols?,asp,asp_clarity,1.0,7,1
1613,"Typos, grammar and style:",asp,none,8.0,8,8
1614,"- ""gumbel"" -> ""Gumbel"" (throughout; or just be consistent in capitalization)",asp,asp_clarity,1.0,1,1
1615,"- ""which can be mitigated my workarounds"" -> ""which can be mitigated *by*",asp,asp_clarity,1.0,1,1
1616,"workarounds""",asp,none,8.0,8,8
1617,"- ""work around"" -> ""workaround""",asp,asp_clarity,1.0,1,1
1618,Missing references:,asp,none,8.0,8,8
1619,"1. Versteegh, M., Anguera, X., Jansen, A. & Dupoux, E. (2016). The Zero Resource Speech Challenge 2015: Proposed Approaches and Results. In SLTU-2016 Procedia Computer Science, 81, (pp 67-72).",asp,none,8.0,8,8
1620,2. https://arxiv.org/abs/1904.11469,asp,none,8.0,8,8
1621,3. https://arxiv.org/abs/1905.11449,asp,none,8.0,8,8
1622,4. https://arxiv.org/abs/1904.07556,asp,none,8.0,8,8
1623,5. https://arxiv.org/abs/1904.03240,asp,none,8.0,8,8
1624,6. https://arxiv.org/abs/1807.03748 (this paper is cited),asp,none,8.0,8,8
1625,7. https://arxiv.org/abs/1803.08976,asp,none,8.0,8,8
1626,"Edit: Based on the feedback from the authors, I changed my rating from a 'weak accept' to an 'accept'.",asp,none,8.0,8,8
1627,"This paper proposes an evaluation method for confidence thresholding defense models, as well as a new approach for generating of adversarial examples by choosing the wrong class with the most confidence when employing targeted attacks.",asp,none,8.0,8,8
1628,"Although the idea behind this paper is fairly simple, the paper is very difficult to understand.",asp,asp_clarity,1.0,1,1
1629,I have no idea that what is the propose of defining a new evaluation method and how this new evaluation method helps in the further design of the MaxConfidence method.,asp,asp_motivation-impact,3.0,3,3
1630,"Furthermore, the usage of the evaluation method unclear as well, it seems to be designed for evaluating the effectiveness of different adversarial attacks in Figure 2.",asp,asp_clarity,1.0,1,1
1631,"However, in Figure 2, it is used for evaluating defense schemes.",asp,none,8.0,8,8
1632,"Again, this confuses me on what is the main topic of this paper.",asp,asp_clarity,1.0,1,1
1633,"Indeed, why the commonly used attack success ratio or other similar measures cannot be used in the case?",asp,asp_substance,7.0,6,7
1634,"Intuitively, it should provide similar results to the success-failure curve.",asp,none,8.0,8,8
1635,"The paper also lacks experimental results, and the main conclusion from these results seems to be ""MNIST is not suitable for benchmarking of adversarial attacks"".",asp,asp_soundness-correctness,6.0,7,6
1636,"If the authors claim that the proposed MaxConfidence attack method is more powerful than the MaxLoss based attacks, they should provide more comparisons between these methods.",asp,asp_meaningful-comparison,2.0,2,2
1637,"Meanwhile, the computational cost on large dataset such as ImageNet could be huge, the authors should further develop the method to make sure it works in all situations.",asp,asp_substance,7.0,7,7
1638,The paper studies the problem of question generation from sparql queries.,asp,none,8.0,8,8
1639,The motivation is to generate more training data for knowledge base question answering systems to be trained on.,asp,none,8.0,8,8
1640,"However, this task is an instance of natural language generation: given a meaning representation (quite often a database record), generate the natural language text correspoding to it. And previous work on this topic has proposed very similar ideas to the scratchpad proposed here in order to keep track of what the neural decoder has already generated, here are two of them:",asp,asp_originality,4.0,4,4
1641,- Semantically Conditioned LSTM-based Natural Language Generation for Spoken Dialogue Systems,asp,none,8.0,8,8
1642,"Tsung-Hsien Wen, Milica Gasic, Nikola Mrksic, Pei-Hao Su, David Vandyke, Steve Young, EMNLP 2015: https://arxiv.org/abs/1508.01745",asp,none,8.0,8,8
1643,- Globally Coherent Text Generation with Neural Checklist Models,asp,none,8.0,8,8
1644,Chloe Kiddon Luke Zettlemoyer Yejin Choi: https://aclweb.org/anthology/D16-1032,asp,none,8.0,8,8
1645,Thus the main novelty claim of the paper needs to be hedged appropriately.,asp,asp_originality,4.0,4,4
1646,"Also, to demonstrate the superiority of the proposed method an appropriate comparison against previous work is needed.",asp,asp_meaningful-comparison,2.0,2,2
1647,Some other points:,asp,none,8.0,8,8
1648,- How is the linearization of the inout done? It  typically matters,asp,asp_substance,7.0,1,7
1649,"- Given the small size of the dataset, I would propose experimenting with non-neural approaches as well, which are also quite common in NLG.",asp,asp_replicability,5.0,7,5
1650,- On the human evaluation: showing the gold standard reference to the judges introduces bias to the evaluation which is inappropriate as in language generation tasks there are multiple correct answers.,asp,asp_soundness-correctness,6.0,6,6
1651,See this paper for discussion in the context of machine translation: http://www.aclweb.org/anthology/P16-2013,asp,none,8.0,8,8
1652,- For the automatic evaluation measures there should be multiple references per SPARQL query since this is how BLEU et al are supposed to be used.,asp,asp_substance,7.0,7,7
1653,"Also, this would allow to compare the references against each other (filling in the missing number in Table 4) and this would allow an evaluation of the evaluation itself: while perfect scores are unlikely, the human references should be much better than the systems.",asp,asp_meaningful-comparison,2.0,7,2
1654,"- In the outputs shown in Table 3, the questions generated by the scratchpad encoder often seem to be too general compared to the gold standard, or incorrect.",asp,asp_soundness-correctness,6.0,6,6
1655,"E.g. ""what job did jefferson have"" is semntically related to his role in the declaration of independence but rather different.",asp,none,8.0,8,8
1656,"SImilarly, being married to someone is not the same as having a baby with someone.",asp,none,8.0,8,8
1657,"While I could imagine human judges preferring them as they are fluent, I think they are wrong as they express a different meaning than the SPARQL query they are supposed to express.",asp,asp_clarity,1.0,1,1
1658,What were the guidelines used?,asp,asp_clarity,1.0,1,1
1659,"The paper studies self-supervised learning from very few unlabeled images, down to the extreme case where only a single image is used for training.",asp,none,8.0,8,8
1660,"From the few/single image(s) available for training, a data set of the same size as some unmodified reference data set (ImageNet, Cifar-10/100) is generated through heavy data augmentation (cropping, scaling, rotation, contrast changes, adding noise).",asp,none,8.0,8,8
1661,"Three popular self-supervised learning algorithms are then trained on this data sets, namely (Bi)GAN, RotNet, and DeepCluster, and the linear probing accuracy on different blocks is compared to that obtained by training the same methods on the reference data sets.",asp,none,8.0,8,8
1662,The linear probing accuracy from the first few conv layers of the network trained on the single/few image data set is found to be comparable to or better than that of the same model trained on the full reference data set.,asp,none,8.0,8,8
1663,I enjoyed the paper; it addresses the interesting setting of an extremely small data set which complements the large number of studies on scaling up self-supervised learning algorithms.,asp,asp_substance,7.0,7,7
1664,"I think it is not extremely surprising that using the proposed strategy allows to learn low level features as captured by the first few layers, but I think it is worth studying and quantifying.",asp,asp_substance,7.0,7,7
1665,"The experiments are carefully described and presented, and the paper is well-written.",asp,asp_substance,7.0,1,7
1666,Here are a few questions and concerns:,asp,none,8.0,8,8
1667,- How much does the image matter for the single-image data set?,asp,asp_substance,7.0,1,7
1668,The selected images A and B are of very high entropy and show a lot of different objects (image A) and animals (image B). How do the results change if e.g. a landscape image or an abstract architecture photo is used?,asp,asp_substance,7.0,6,7
1669,"- How general is the proposed approach? How likely is it to generalize to other approaches such as Jigsaw (Doersch et al., 2015) and Exemplar (Dosovitskiy et al., 2016)? It would be good to comment on this.",asp,asp_substance,7.0,7,7
1670,"- [1] found that the network architecture for self-supervised learning can matter a lot, and that by using a ResNet architecture, performance of SSL methods can be significantly improved.",asp,none,8.0,8,8
1671,"In particular, the linear probing accuracy appears to be often monotonic as a function of the depth of the layer it is computed from.",asp,none,8.0,8,8
1672,"This is in contrast to what is observed for AlexNet in Tables 2 and 3, where the conv5 accuracy is lower than the conv4.",asp,none,8.0,8,8
1673,It would therefore be instructive to add experiments for ResNet to see how well the results generalize to other network architectures.,asp,asp_substance,7.0,7,7
1674,"- Does the MonoGAN exhibit stable training dynamics comparable to training WGAN on CIFAR-10, or do the training dynamics change on the single-image data set?",asp,asp_substance,7.0,1,7
1675,"Overall, I’m leaning towards accepting the paper, but it would be important to see how well the experiments generalize to i) ResNet and ii) other (lower entropy) input images.",asp,asp_substance,7.0,7,7
1676,"[1] Kolesnikov, A., Zhai, X. and Beyer, L., 2019. Revisiting self-supervised visual representation learning.",asp,none,8.0,8,8
1677,arXiv preprint arXiv:1901.09005.,asp,none,8.0,8,8
1678,---,asp,none,8.0,8,8
1679,Update after rebuttal:,asp,none,8.0,8,8
1680,I thank the authors for their detailed response.,asp,none,8.0,8,8
1681,"I appreciate the efforts of the authors into investigating the issues raised, the described experiments sound promising.",asp,none,8.0,3,8
1682,"Unfortunately, the new results are not presented in the revision.",asp,none,8.0,8,8
1683,I will therefore keep my rating.,asp,none,8.0,8,8
1684,"The authors propose a method for image restoration, where the restored image is the MAP estimate.",asp,none,8.0,8,8
1685,A pretrained GAN is utilized to approximate the prior distribution of the noise-free images.,asp,none,8.0,8,8
1686,"Then, the likelihood induces a constraint which is based on the degradation function.",asp,none,8.0,8,8
1687,"In particular, the method tries to find the latent point for which the GAN generates the image, which if gets degraded will match the given degraded image.",asp,none,8.0,8,8
1688,"Also, an optimization algorithm is presented that solves the proposed constrained optimization problem.",asp,asp_soundness-correctness,6.0,8,6
1689,I find the paper very well written and easy to follow.,asp,asp_clarity,1.0,1,1
1690,"Also, the idea is pretty clean, and the derivations are simple and clear.",asp,asp_clarity,1.0,1,1
1691,"Additionally, the Figures 2,3 are very intuitive and nicely explain the theory.",asp,asp_clarity,1.0,1,1
1692,"However, I think that there are some weaknesses (see comments):",asp,none,8.0,8,8
1693,Comments:,asp,none,8.0,8,8
1694,"#1) I do not understand exactly what the ""general method"" means. Does it mean that you propose a method, where you can just change the F, such that to solve a different degradation problem? So you provide the general framework where somebody has to specify only the F?",asp,asp_substance,7.0,1,7
1695,"#2) Clearly, the efficiency of the method is highly based on the ability of the GAN to approximate well the prior distribution of the noise-free images.",asp,asp_substance,7.0,7,7
1696,"#3) There are several Equations that can be combined, such that to save enough white space in order to discuss further some actual technical details.",asp,asp_clarity,1.0,1,1
1697,"For instance, Eq. 2,3 can be easily combined using the proportional symbol, Eq. 8,9,10,11 show actually the same thing.",asp,asp_clarity,1.0,1,1
1698,"#4) I think that the function F has to be differentiable, and this should be mentioned in the text.",asp,asp_clarity,1.0,1,1
1699,"Also, I believe that some actual (analytic) examples of F should be provided, at least  in the experiments.",asp,asp_substance,7.0,7,7
1700,The same holds for the p(Omega).,asp,asp_substance,7.0,8,7
1701,This parameter Omega is estimated individually for each degraded image?,asp,asp_substance,7.0,1,7
1702,#5) Before Eq. 8 the matrix V is a function of z and should be presented as such in the equations.,asp,asp_clarity,1.0,1,1
1703,"#6) I believe that it would be nice to include a magnified image of Fig. 3, where the gradient steps are shown.",asp,asp_clarity,1.0,1,1
1704,"Also, my understanding is that the optimization goal is to find first a feasible solution, and then find the point that maximizes f. I think that this can be clarified in the text.",asp,asp_clarity,1.0,1,1
1705,"#7) The optimization steps seem to be intuitive, however, there is not any actual proof of converge.",asp,asp_substance,7.0,7,7
1706,"Of course, the example in the Figure 3 is very nice and intuitive, but it is also rather simple.",asp,asp_clarity,1.0,1,1
1707,"I would suggest, at least, to include some empirical evidences in the experiments that show convergence.",asp,asp_clarity,1.0,7,1
1708,#8) In the experiments I think that at least one example of F and p(Omega) should be presented.,asp,asp_substance,7.0,7,7
1709,"Also, what the numbers in Table 4 show? Which is the best value that can be achieved?",asp,asp_substance,7.0,1,7
1710,"These numbers correspond to several images, or to a unique image?",asp,asp_substance,7.0,1,7
1711,"#9) I think that MNIST is almost a toy experiment, since the crucial component of the proposed method is the prior modeling with the GAN.",asp,asp_substance,7.0,7,7
1712,I believe that a more challenging experiment should be conducted e.g. using celebA dataset.,asp,asp_substance,7.0,7,7
1713,Minor comments:,asp,none,8.0,8,8
1714,#1) In the paragraph after Eq. 4 the equality p_r(x)=p_G(x) is very strong assumption.,asp,asp_substance,7.0,6,7
1715,I would suggest to use the \simeq symbol instead.,asp,asp_substance,7.0,1,7
1716,"#2) After Eq. 6 the ""nonnegative"" should be ""nonzero"".",asp,asp_substance,7.0,1,7
1717,"#3) Additional density estimation models can be used e.g. VAEs, GMM.",asp,asp_substance,7.0,7,7
1718,"Especially, I believe that the VAE will provide a way to approximate the prior easier than the GAN.",asp,asp_substance,7.0,7,7
1719,"#4) In Section 2 paragraph 2, the sentence ""However, they only ... and directly"" is not clear what means.",asp,asp_clarity,1.0,1,1
1720,"In general, I find both the proposed model and optimization algorithm interesting.",asp,asp_substance,7.0,4,7
1721,"Additionally, the idea is nicely presented in the paper.",asp,asp_clarity,1.0,1,1
1722,Most of my comments are improvements which can be easily included.,asp,arg_other,0.0,1,0
1723,"The two things that make me more skeptical, is the convergence of the proposed algorithm and the experiments.",asp,asp_soundness-correctness,6.0,7,6
1724,"The MNIST is a relatively simple experiment, and I would like to see how the method works in more challenging problems.",asp,asp_substance,7.0,7,7
1725,"Also, I think that additional methods to compute the image prior should be included in the experiments.",asp,asp_substance,7.0,7,7
1726,Paper summary.,asp,none,8.0,8,8
1727,"The paper proposes Dreamer, a model-based RL method for high-dimensional inputs such as images.",asp,none,8.0,8,8
1728,The main novelty in Dreamer is to learn a policy function from latent representation-and-transition models in an end-to-end manner.,asp,none,8.0,8,8
1729,"Specifically, Dreamer is an actor-critic method that learns an optimal policy by backpropagating re-parameterized gradients through a value function, a latent transition model, and a latent representation model.",asp,none,8.0,8,8
1730,This is unlike existing methods which use model-free or planning methods on simulated trajectories to learn the optimal policy.,asp,none,8.0,8,8
1731,"Meanwhile, Dreamer learns the remaining components, namely a value function, a latent transition model, and a latent representation model, based on existing methods (the world models and PlaNet).",asp,none,8.0,8,8
1732,Experiments on a large set of continuous control tasks show that Dreamer outperforms existing model-based and model-free methods.,asp,none,8.0,8,8
1733,Comments.,asp,none,8.0,8,8
1734,Efficiently learning a policy from visual inputs is an important research direction in RL.,asp,none,8.0,8,8
1735,This paper takes a step in this direction by improving existing model-based methods (the world models and PlaNet) using the actor-critic approach.,asp,asp_motivation-impact,3.0,3,3
1736,I am leaning towards weak accepting the paper.,asp,none,8.0,8,8
1737,I am reluctant to give a higher score due to its incremental contribution.,asp,asp_originality,4.0,3,4
1738,"Specifically, the policy update in Dreamer resembles that of SVG (Heess et al., 2015), which also backpropagates re-parameterized gradients through a value function and a transition model.",asp,asp_originality,4.0,8,4
1739,The main difference between Dreamer and SVG is that Dreamer incorporates a latent representation model.,asp,none,8.0,8,8
1740,"From this viewpoint, the actor-critic component in Dreamer is an incremental contribution.",asp,asp_originality,4.0,4,4
1741,"Since the latent models are learned based on existing techniques, the paper presents an incremental contribution.",asp,asp_originality,4.0,4,4
1742,"Besides the above comments, I have these additional comments.",asp,none,8.0,8,8
1743,- Effectiveness on very long horizon trajectories:,asp,none,8.0,8,8
1744,Simulating long-horizon trajectories with a probabilistic model is known to be unsuitable for model-based RL due to accumulated errors.,asp,none,8.0,8,8
1745,This is an open issue in model-based RL.,asp,none,8.0,8,8
1746,"The paper attempts to solve this issue by backpropagating policy gradients through the transition model, which is known to be more robust against model errors (see e.g., PILCO (Deisenroth et al., 2011)).",asp,none,8.0,8,8
1747,"However, the issue still exists in Dreamer, since there seems to be an upper limit of effective horizon length (perhaps around 40, according to Figure 4).",asp,asp_soundness-correctness,6.0,6,6
1748,"This horizon length is still short compared to the entire horizon length of many MDPs (e.g., 1000).",asp,none,8.0,8,8
1749,I think this point should be discussed in the paper.,asp,asp_soundness-correctness,6.0,1,6
1750,"That is, the issue still exists, and Dreamer is less effective with very long horizon.",asp,asp_soundness-correctness,6.0,6,6
1751,- Inapplicability to discrete controls:,asp,none,8.0,8,8
1752,One restriction of re-parameterized gradients is that the technique is not applicable to discrete random variables.,asp,none,8.0,8,8
1753,"This restriction exists in Dreamer, and the method cannot be applied to discrete control tasks unless approximation techniques such as Gumbel-softmax are used.",asp,asp_soundness-correctness,6.0,6,6
1754,"Still, such approximations would make learning more challenging, especially with long-horizon backpropagation.",asp,none,8.0,8,8
1755,This restriction should be noted in the paper.,asp,asp_soundness-correctness,6.0,1,6
1756,- There is no mention about variance of policy gradient estimates.,asp,none,8.0,7,8
1757,"Dreamer does not use any variance reduction technique, so the gradient estimates could have very large variance.",asp,asp_soundness-correctness,6.0,6,6
1758,- q_theta was introduced in Eq. (8) before it is defined in Eq. (11).,asp,asp_clarity,1.0,1,1
1759,"Also, I suggest moving Section 4 to be right after Section 2, since Section 4 presents existing techniques similarly to Section 2, while Section 3 presents the main contribution.",asp,asp_clarity,1.0,1,1
1760,Update after authors' response.,asp,none,8.0,8,8
1761,I read the response.,asp,none,8.0,8,8
1762,The paper is more clear after authors' clarification.,asp,none,8.0,8,8
1763,"Though, I still think the contribution is incremental, since back-propagating gradients through values and dynamics has been studied in prior works (albeit with less empirical successes compared to Dreamer).",asp,asp_originality,4.0,4,4
1764,"Nonetheless, I am keen to acceptance. I would increase the rating from 6 to 7, but I will keep the rating of 6 since the rating of 7 is not possible.",asp,none,8.0,8,8
1765,"This paper proposes an efficient zero-confidence attack algorithm, MARGINATTACK, which uses the modified Rosen's algorithm to optimize the same objective as CW attack.",asp,none,8.0,8,8
1766,"Under a set of conditions, the authors proved convergence of the proposed attack algorithm.",asp,none,8.0,8,8
1767,My main concern about this paper is why this algorithm has a better performance than CW attack?,asp,asp_meaningful-comparison,2.0,7,2
1768,I would suggest comparing with CW attack under different sets of hyper-parameters.,asp,asp_meaningful-comparison,2.0,2,2
1769,Minor comment:,asp,none,8.0,8,8
1770,"The theoretical proof depends on the convexity assumption, I would also suggest comparing the proposed attack with CW and other benchmarks on some simple models that satisfy the assumptions.",asp,asp_meaningful-comparison,2.0,2,2
1771,The paper proposes an approach to learn nonlinear causal relationship from time series data that is based on empirical risk minimization regularized by mutual information.,asp,none,8.0,8,8
1772,The mutual information at the minimizer of the objective function  is used as causal measure.,asp,none,8.0,8,8
1773,The paper is well written and the proposed method well motivate and intuitive.,asp,asp_motivation-impact,3.0,1,3
1774,However I am concerned by the assumption that the lagged variables X_{t-1}^{(j)} follow a diagonal gaussian distribution.,asp,asp_substance,7.0,6,7
1775,"This appears to be very restrictive, since typically the values of time series j at time t-1 are typically depending say of those that time t-2, t-3 etc.",asp,asp_substance,7.0,6,7
1776,Another key concern concerns scalability.,asp,asp_substance,7.0,8,7
1777,"The authors mention gene regulatory networks , neuroscience etc as key applications.",asp,none,8.0,8,8
1778,Yet the experiments considered in the paper are limited to very few time series.,asp,asp_substance,7.0,7,7
1779,"For instance the simulation experiments use  N=30,",asp,none,8.0,8,8
1780,which is much smaller than the number of time series usually involved say in gene regulatory network data,asp,asp_substance,7.0,7,7
1781,.,asp,none,8.0,8,8
1782,The real data experiments use N= 6 or N=2.,asp,none,8.0,8,8
1783,This is way to small.,asp,asp_substance,7.0,7,7
1784,"The real data experiments (sections 4.2 and 4.3) are not very convincing, not only because of the very small size of N, but also because there is no comparison with the other approaches.",asp,asp_meaningful-comparison,2.0,7,2
1785,How do these compare? Does the proposed approach offer  insights on these datasets which are not captured by the comparison methods?,asp,asp_substance,7.0,7,7
1786,*** Increased to weak accept after discussion of merits of ME bias was improved in the paper ***,asp,none,8.0,8,8
1787,"This paper investigates whether neural networks exhibit a ‘mutual exclusivity (ME) bias’, whereby novel inputs tend to be associated with previously unseen outputs, an inductive bias that is cited to be present in children when learning to associate new words and objects.",asp,none,8.0,8,8
1788,"Via three different sets of experiments, the authors conclude that, under standard training procedures, neural networks in fact display an anti-ME bias: when faced with a novel input, they tend to assign less probability mass to unobserved outputs than is justified by the incoming data.",asp,none,8.0,8,8
1789,The authors go on to argue that explicitly designing neural networks to reason by mutual exclusivity could lead to faster and more flexible learning.,asp,none,8.0,8,8
1790,"While the experiments across several domains convincingly show the presence of an anti-ME bias in neural network training, I recommend that the paper be rejected because it falls short in demonstrating to what extent performance could be improved by correcting or reversing this bias.",asp,asp_substance,7.0,7,7
1791,"The authors pose an interesting hypothesis, but it would gain a lot of credibility if they could provide an empirical analysis of an algorithm that uses ME reasoning to improve learning in a realistic setting or if they could at least perform some quantitative analysis of the effects of ME bias on task performance for a toy example.",asp,asp_motivation-impact,3.0,3,3
1792,Comments / questions:,asp,none,8.0,8,8
1793,"* The authors duly acknowledge that ME bias is not necessarily desirable in all circumstances, namely in tasks that feature many-to-one mappings, citing polysemy and synonymy in machine translation as examples.",asp,asp_substance,7.0,6,7
1794,"Without an empirical example in a realistic setting, it is hard to judge whether the benefits of introducing an ME bias for better classification of new inputs belonging to new classes can outweigh the negatives via a potential increase in misclassification of those belonging to old classes.",asp,asp_replicability,5.0,7,5
1795,"* For the synthetic dataset one-to-one mapping of one-hot vectors it is clear that an ME bias would incur an advantage for classification on a zero-shot basis, i.e. an increased an accuracy for the first time a new input is observed. Is ME bias considered to be useful here because (i) we care directly about improving this type of zero-shot classification, or is it (ii) because it's implicitly assumed that a better initial prediction will lead to faster learning on these examples?",asp,asp_substance,7.0,6,7
1796,*,asp,none,8.0,1,8
1797,"If it is (i) we care about, then it would be useful to quantify the advantage gained either empirically or analytically.",asp,none,8.0,8,8
1798,It’s not obvious to me how useful the ME bias would be when there is a large number of classes since the probability assigned to the true novel class with a perfect ME bias would be 1 / (# unseen classes).,asp,asp_clarity,1.0,1,1
1799,"So at the beginning of training, while there are lots of new classes to benefit from the ME bias, the maximum advantage per example is small, and vice versa at the end of training - how do these conflicting effects balance each other out over the course of training and how do the benefits of ME bias scale with the number of classes?",asp,asp_substance,7.0,7,7
1800,"Presumably, whether the benefit scales well will depend on the loss function - in any case, this warrants some analysis/discussion especially given that there are no experiments to test it.",asp,asp_substance,7.0,7,7
1801,"* The authors say that “ME can be generalized from applying to 'novel versus familiar’ stimuli to instead handling ‘rare versus frequent’ stimuli” and they cite the fact that neural networks take longer to learn from rare stimuli, suggesting that ME could help for reason (ii) above.",asp,none,8.0,8,8
1802,It’s not obvious to me that ME bias will provide a significant advantage in a one-shot or few-shot learning setting - i.e. how useful is having made a better initial guess (which is random amongst the unseen classes) after you gain some specific information about the target class? Perhaps the benefit is small relative to that of the one-shot or few-shot information gained - I think this needs to be quantified empirically.,asp,asp_substance,7.0,1,7
1803,* It would be interesting to see a more detailed analysis of the predictions of the image classifiers in section 4.2.,asp,asp_substance,7.0,7,7
1804,"When a new image is presented, how is the probability mass distributed across previously seen classes versus across unseen ones?",asp,none,8.0,1,8
1805,"From a strategic standpoint, in a scenario where it is difficult to determine whether a new image belongs to a new class or not, could it plausibly be more sensible for the network to make a strong prediction on its best guess out of previously seen classes (that it knows more about) rather than a scattered prediction on the unseen classes?",asp,none,8.0,8,8
1806,"Admittedly this is a difficult question to quantify, but my point is to question whether the anti-ME bias shown in Figure 6 is necessarily suboptimal, given the difficulty of classifying a new image as a new class or not.",asp,none,8.0,8,8
1807,Minor comments /questions not affecting review:,asp,none,8.0,8,8
1808,"* Is the acronym ME pronounced like the word “me” or is it spelled out “M-E”? If the latter, then all cases of “a ME bias” should be corrected to “an ME bias”.",asp,asp_substance,7.0,1,7
1809,"* Section 4.2 line 3: “sample the class [for the] from a power law distribution""",asp,asp_substance,7.0,7,7
1810,Summary:,asp,none,8.0,8,8
1811,Many prior works have found that the features output by the final layer of neural networks can often be used as informative representations for many tasks despite being trained for one in particular.,asp,none,8.0,8,8
1812,"These feature representations, however, are learned transformations of low-level input representations, e.g. RGB values of an image.",asp,none,8.0,8,8
1813,"In this paper, they aim to learn useful feature representations without meaningful low-level input representations, e.g. just an instance ID.",asp,none,8.0,8,8
1814,"Instead, meaningful representations are learned through gathered triplet comparisons of these IDs, e.g. is instance A more similar to instance B or instance C? Similar existing techniques fall in the realm of learning ordinal embeddings, but this technique demonstrates speed-ups that allow it to scale to large real world datasets.",asp,none,8.0,8,8
1815,The two primary contributions of the paper are given as:,asp,none,8.0,8,8
1816,- a showcase of the power of neural networks as a tool to approximately solve NP-hard optimization problems with discrete inputs,asp,none,8.0,8,8
1817,- a scalable approach for the ordinal embedding problem,asp,none,8.0,8,8
1818,"After experimentation on synthetic data, they compare the effectiveness of their proposed method Ordinal Embedding Neural Network (OENN) against the baseline techniques of Local Ordinal Embedding (LOE) and t-distributed Stochastic Triplet Embedding (TSTE).",asp,none,8.0,8,8
1819,"The test error given by the systems is comparable, but there are clear speed benefits to the proposed method OENN as the other techniques could not be run for a dataset size of 20k, 50k, or 100k.",asp,none,8.0,8,8
1820,"Then, they gathered real-world data using MTurk applied to a subset of ImageNet and applied OENN to learning embeddings of different image instances using only the MTurk triplet information rather than the input RGB input features.",asp,none,8.0,8,8
1821,Decision: Weak Reject,asp,none,8.0,8,8
1822,"1. Interesting technique to take advantage of neural networks to efficiently learn ordinal embeddings from a set of relationships without a low-level feature representation, but I believe the experiments could be improved.",asp,asp_substance,7.0,7,7
1823,"One of the main advantages of this approach is efficiency, which allows it to be used on large real-world datasets.",asp,asp_soundness-correctness,6.0,8,6
1824,"The MTurk experiment gives a qualitative picture, but it could be improved with comparisons to pairwise distances learned through alternative means using the RGB image itself (given that images would permit such a comparison).",asp,asp_meaningful-comparison,2.0,7,2
1825,"By this I mean, that you may be able to use relationships learned using conventional triplet methods which use input RGB features as ground truth, and test your learned relationships against those.",asp,none,8.0,8,8
1826,"However, since quantitative exploration of large real-world datasets may be challenging and expensive to collect, the synthetic experiments could have been more detailed.",asp,asp_clarity,1.0,7,1
1827,"The message of synthetic experiments would be stronger if more of them were available and if the comparison between LOE, TSTE, and OENN was made on more of them.",asp,asp_meaningful-comparison,2.0,7,2
1828,"2. I think that the claim that the use of neural networks with discrete inputs can approximately solve NP-hard optimization problems is an exciting one, which likely necessitates more experiments (or theoretical results), but as it stands I don't think it is a fundamentally different conclusion from the fact that this method provides a great scalable solution for the ordinal embedding problem.",asp,asp_substance,7.0,7,7
1829,"This claim can be made secondarily or as motivation for continued exploration along this direction, but I think listing them as two distinct contributions is necessary.",asp,none,8.0,8,8
1830,Additional feedback:,asp,none,8.0,8,8
1831,"Since quantitative real-world results are challenging to obtain, improved presentation of the qualitative results would be helpful as well.",asp,asp_clarity,1.0,1,1
1832,You may be able to show more plots which help display the quality of the embedding space varying with the number of triplets used.,asp,asp_clarity,1.0,1,1
1833,"For example, an additional plot after Figure 5 (b) which shows a few scatter plots of points (color coded by class) for training with different numbers of collected triplets.",asp,none,8.0,8,8
1834,"Also, since it should be fairly easy to distinguish between cars and animals or cars and food, it may be more interesting to focus on the heat-maps from along the block diagonal of Figure 5 (a) and talk about what relationships may have been uncovered within the animal or food subsets.",asp,asp_substance,7.0,7,7
1835,Very minor details:,asp,none,8.0,8,8
1836,"In Figure 5, a legend indicating the relationship between color intensity and distance would be helpful.",asp,asp_substance,7.0,7,7
1837,"In Figure 6 there seem to be unnecessary discrepancies between the y-axis and colorbar of subplots (a) and (b), and keeping those more consistent would improve readability.",asp,asp_substance,7.0,8,7
1838,The paper proposes an approach to construct surrogate objectives for the effective application of policy gradient methods to combinatorial optimization without known neighborhood structure.,asp,none,8.0,8,8
1839,The surrogate is constructed with the goal of reducing the need of hyper-parameter tuning and evaluated on a clique finding task.,asp,none,8.0,8,8
1840,"The proposed approach is very similar to the CE method by Rubinstein (as stated by the authors in the related work section), limiting the contributions of this paper.",asp,asp_originality,4.0,4,4
1841,The proposed sampling distributions assumes independence between the random variables over which the authors optimize — I find it surprising that this leads to good empirical results,asp,asp_soundness-correctness,6.0,6,6
1842,are relatively little structure can be captured using this distribution.,asp,none,8.0,8,8
