,sentence,task,label,encoded,output,target
770,"For convolution layers, we can simply use a different type of mixing distribution, e.g. a fully-factorized multivariate normal instead of matrix-variate normal.",reb_fine,rebuttal_answer,1.0,1,1
771,(2) Thank you very much for the pointer to VIB!,reb_fine,rebuttal_concede-criticism,3.0,14,3
772,We have added a section in the updated manuscript to compare the objective of CDNs with that used in VIB and VI for Bayesian neural networks (see new Section 4).,reb_fine,rebuttal_done,5.0,5,5
773,"Furthermore, while we  always used 1 sample during training in the original submission (which indeed makes the CDN an instance of VIB) we now added experiments using 10 samples (see Section 6.4) in an experimental analysis of the different objectives.",reb_fine,rebuttal_done,5.0,5,5
774,The results show that the CDN objective produces superior results compared to VI and VIB.,reb_fine,rebuttal_answer,1.0,1,1
775,(3) Of course! We have moved the test accuracy (which previously was only given in the Appendix and thus hard to find) to the legends of the plots to make it more easily accessible.,reb_fine,rebuttal_done,5.0,5,5
776,CDNs give better uncertainty estimates while still having similar predictive power compared to the baselines.,reb_fine,rebuttal_answer,1.0,1,1
777,(4) Thank you for the great suggestion.,reb_fine,rebuttal_concede-criticism,3.0,14,3
778,"We performed the following 2 experiments for the revised version: First, we picked a weight of a CDN trained on a toy regression experiment (with heteroscedastic  noise) at random and visualized its conditional distributions given different values of x. We found that the means and variances vary for different x.  Furthermore, we picked a weight of a CDN trained on a toy classification dataset (created by sampling x ~ 1/2*N(-3, 1) + 1/2*N(3, 1), and assign y=0 if x comes from the first Gaussian and y=1, otherwise) at random and visualized its marginal distributions.",reb_fine,rebuttal_done,5.0,5,5
779,We found that CDNs indeed capable of learning multimodal weight distribution and to learn input specific mixing distributions.. We detail this in Appendix G.,reb_fine,rebuttal_done,5.0,5,5
780,(5) We found that the regularization term has a significant impact on the quality of the prediction and the uncertainty estimate (we found that the uncertainty estimates are worse with small \lambda).,reb_fine,rebuttal_answer,1.0,1,1
781,"It makes sure that the variance of \theta is not shrinking too much, i.e. encouraging the mixing distribution to be close to the prior implies it should have similar variance to the prior (which was chosen to be large).",reb_fine,rebuttal_answer,1.0,1,1
782,"Naturally, the coefficient \lambda controls this behavior: as \lambda increases the validation accuracy is decreasing while the uncertainty is increasing (and vice versa).",reb_fine,rebuttal_answer,1.0,1,1
783,This gives rise to the selection heuristic for \lambda we applied: pick the highest \lambda that still gives high accuracy on the validation set (e.g. > 0.97 in MNIST).,reb_fine,rebuttal_answer,1.0,1,1
784,We found that this works very well in the experiments we did (on OOD and adversarial examples).,reb_fine,rebuttal_answer,1.0,1,1
785,"Furthermore, indeed CDNs are rather designed to capture the (heteroscedastic) aleatoric uncertainty.",reb_fine,rebuttal_answer,1.0,1,1
786,We have revised the toy experiments to better account for that.,reb_fine,rebuttal_done,5.0,5,5
787,"However, curiously, CDNs also work well in tasks that are usually shown as prime examples of epistemic uncertainty, e.g. OOD classification and adversarial attack.",reb_fine,rebuttal_answer,1.0,1,1
788,(6) Thank you for this feedback.,reb_fine,rebuttal_concede-criticism,3.0,14,3
789,"You are right! We have revised the baseline experiments with Bayesian models so that they either use \lambda = 1 or the settings that the original authors recommended, i.e. we only tune \tau in KFLA and set \tau = 0.01 in noisy-KFAC as these are the settings suggested in their respective publications.",reb_fine,rebuttal_done,5.0,5,5
790,"Note, that the conclusions keep unchanged.",reb_fine,rebuttal_answer,1.0,1,1
791,References:,reb_fine,rebuttal_structuring,15.0,15,15
792,"[1] Louizos, Christos, and Max Welling. ""Structured and efficient variational deep learning with matrix gaussian posteriors."" International Conference on Machine Learning. 2016.",reb_fine,rebuttal_other,10.0,10,10
793,"[2] Kingma, Diederik P., Tim Salimans, and Max Welling. ""Variational dropout and the local reparameterization trick."" Advances in Neural Information Processing Systems. 2015",reb_fine,rebuttal_other,10.0,10,10
794,We thank the reviewer for the comments and feedback. We will certainly clarify them in the final paper.,reb_fine,rebuttal_social,14.0,2,14
795,1. Title of the paper,reb_fine,rebuttal_structuring,15.0,15,15
796,"- We agree that the main highest-level task that we show is VQA, even though our method is more general.",reb_fine,rebuttal_concede-criticism,3.0,3,3
797,"Our title aimed to convey that we showcase PMN on a host of increasingly complex visual reasoning tasks such as relationship detection, counting, and captioning, as well as VQA.",reb_fine,rebuttal_concede-criticism,3.0,1,3
798,Our focus is on VQA as it happens to be one of the most complex visual reasoning tasks that can leverage each of the (relatively) simpler tasks.,reb_fine,rebuttal_concede-criticism,3.0,1,3
799,2. Description of variables,reb_fine,rebuttal_structuring,15.0,15,15
800,- Thanks for the feedback.,reb_fine,rebuttal_concede-criticism,3.0,14,3
801,"Epsilon means the environment, some of the definitions are written in Section 3, but we agree that it can be somewhat challenging to interpret as there are many variables.",reb_fine,rebuttal_concede-criticism,3.0,3,3
802,We edited the text to address variables more gently and to explain the arrow sign.,reb_fine,rebuttal_done,5.0,5,5
803,3. Query for the relationship module,reb_fine,rebuttal_structuring,15.0,15,15
804,- The relationship module is fed an N-dimensional (corresponding to N image regions) one-hot vector as input during training.,reb_fine,rebuttal_answer,1.0,1,1
805,"When it is called by other task modules (such as counting), an N-dimensional probability vector is computed using softmax on image regions (see A.4, point 3) and not using the importance scores.",reb_fine,rebuttal_answer,1.0,1,1
806,This acts as a soft version of the one-hot sampled vector so that we can backpropagate gradients.,reb_fine,rebuttal_answer,1.0,1,1
807,4. CIDEr score of captioning,reb_fine,rebuttal_structuring,15.0,15,15
808,- That may be true to some extent.,reb_fine,rebuttal_answer,1.0,1,1
809,"However, we think that explicit label information might still be useful since the visual features (environment) are from Faster RCNN and contain diverse information such as edges, background, color, and size.",reb_fine,rebuttal_answer,1.0,1,1
810,5 and 6.,reb_fine,rebuttal_structuring,15.0,15,15
811,Comparison with SOTA models for counting and relationship detection,reb_fine,rebuttal_structuring,15.0,15,15
812,"- To the best of our knowledge, Zhang et al. (2018) is the SOTA method on counting in the context of visual question answering.",reb_fine,rebuttal_summary,16.0,1,16
813,Our counting module leverages that but achieves higher performance on the number questions - 54.39% with ensembling and 52.12% without vs. 51.62% of Zhang et al. (2018).,reb_fine,rebuttal_summary,16.0,1,16
814,Note that 51.62% of Zhang et al. (2018) is from a single highly regularized model that provides small gains from ensembling.,reb_fine,rebuttal_summary,16.0,1,16
815,This shows that additional modules help.,reb_fine,rebuttal_summary,16.0,1,16
816,Kim et al. (2018) which is concurrent to our work shows similar performance.,reb_fine,rebuttal_summary,16.0,1,16
817,"For the relationship detection task, other works such as Lu et al. (2016) unfortunately have a different setup which makes direct comparison difficult.",reb_fine,rebuttal_summary,16.0,1,16
818,"7. Table 4, accuracies are from Zhang et al. 2018",reb_fine,rebuttal_structuring,15.0,15,15
819,"- Yes, the numbers are from their paper.",reb_fine,rebuttal_answer,1.0,1,1
820,One possible explanation for this could be their use of high regularization for a single model instead of ensembling.,reb_fine,rebuttal_answer,1.0,1,1
821,"Thus, the performance improvement from training on the train set (evaluating on validation) to training on train+val (evaluating on test-dev) is smaller.",reb_fine,rebuttal_answer,1.0,1,1
822,(Zhang et al. 2018) Learning to Count Objects in Natural Images for Visual Question Answering,reb_fine,rebuttal_other,10.0,10,10
823,(Kim et al. 2018) Bilinear Attention Networks,reb_fine,rebuttal_other,10.0,10,10
824,(Lu et al. 2016) Visual Relationship Detection with Language Priors,reb_fine,rebuttal_other,10.0,10,10
825,"Thanks a lot for your review and for pointing us to the reference, we will add and discuss this work in our paper.",reb_fine,rebuttal_social,14.0,2,14
826,"The referenced paper mimics the Choquet integral to fuse different neural networks such as CaffeNet, GoogLeNet, and ResNet50 that have been pre-trained for classification problems and can be viewed as ensemble method for multiple noisy classifiers.",reb_fine,rebuttal_reject-criticism,12.0,1,12
827,"Contrary, we are interested in regression problems that have inherent non-additive effect such as automatic summarization.",reb_fine,rebuttal_reject-criticism,12.0,1,12
828,"Furthermore, the referenced paper is much closer to the Choquet as we intent to be.",reb_fine,rebuttal_reject-criticism,12.0,1,12
829,"As we describe in the paper, the proposed architectures are only inspired by the Choquet integral.",reb_fine,rebuttal_reject-criticism,12.0,1,12
830,This idea can be found in both of our architectures.,reb_fine,rebuttal_reject-criticism,12.0,1,12
831,"In Figure 1c, u_i and in Figure 1d g_i * u_i model these meaningful intermediate values.",reb_fine,rebuttal_reject-criticism,12.0,1,12
832,We do not claim that we obtain any theoretical guarantees or properties of the Choquet integral.,reb_fine,rebuttal_reject-criticism,12.0,1,12
833,"""How do you guarantee that the representation learned by the neural network still obeys the property of Choquet integral?""",reb_fine,rebuttal_structuring,15.0,15,15
834,"As described above, the proposed approaches are inspired by the way Choquet integrals handle non-additive utility aggregations.",reb_fine,rebuttal_answer,1.0,1,1
835,We do not claim that we obtain any theoretical guarantees or properties of the Choquet integral.,reb_fine,rebuttal_answer,1.0,1,1
836,"Furthermore, the main idea of this work is to not learn a representation.",reb_fine,rebuttal_answer,1.0,1,1
837,"Instead, we propose to predict many meaningful intermediate values that can simply be summed to obtain a set utility.",reb_fine,rebuttal_answer,1.0,1,1
838,"""What is your loss or your algorithm?""",reb_fine,rebuttal_structuring,15.0,15,15
839,We describe in Section 3.3 that we use mean squared error (MSE) and mean absolute error (MAE) in our experiments.,reb_fine,rebuttal_answer,1.0,1,1
840,We use MSE because it is usually used in regression problems.,reb_fine,rebuttal_answer,1.0,1,1
841,"We were also interested in the mean absolute error because minimizing this loss might be more appropriate in a task such as automatic summarization, in which we don't want to punish a model strong if it makes a few severe mistakes compared to making many small mistakes.",reb_fine,rebuttal_answer,1.0,1,1
842,We also describe in Section 3.3. that we use Adam as optimizer.,reb_fine,rebuttal_answer,1.0,1,1
843,"""According to the illustration, it seems that you first obtain “features/representations”. Then the representations are fed to the four architectures you listed in figure one.""",reb_fine,rebuttal_structuring,15.0,15,15
844,This is correct.,reb_fine,rebuttal_other,10.0,1,10
845,"""RNN-based approaches are with better “complexity” comparing to your sum baseline and “Deepset” approach.""",reb_fine,rebuttal_structuring,15.0,15,15
846,"We also compare against an RNN-based approach (abbreviated with ""RNN"" in the paper).",reb_fine,rebuttal_reject-criticism,12.0,1,12
847,The RCN approach is the smallest modification one can make to implement our idea into a standard RNN.,reb_fine,rebuttal_reject-criticism,12.0,1,12
848,"Hence, we think that the comparison is fair and meaningful.",reb_fine,rebuttal_reject-criticism,12.0,1,12
849,"Furthermore, we demonstrate in the extrapolation experiments that standard RNNs tend to overfit.",reb_fine,rebuttal_reject-criticism,12.0,1,12
850,The simple sum baselines and deepsets perform better in this experiments.,reb_fine,rebuttal_reject-criticism,12.0,1,12
851,"Hence, a ""better"" complexity turns out to be prone to overfitting, which shows that larger models are not necessarily better.",reb_fine,rebuttal_reject-criticism,12.0,1,12
852,Thank you Reviewer 2 for your positive appraisal of our results and presentation.,reb_fine,rebuttal_social,14.0,14,14
853,"As documented below, we do our best to address your questions, which have helped us improve the paper.",reb_fine,rebuttal_structuring,15.0,15,15
854,"Re: ""The citation to Zaremba et al. in Table 1 made it seem like the perplexity result on that line of the table was directly from Zaremba et al's paper. I'd recommend removing the citation from that line to avoid confusion.""",reb_fine,rebuttal_structuring,15.0,15,15
855,"We have added “similar to” in order to emphasize that we adapted and re-ran their architecture (we still use some of their code, which we believe might warrant citation; we are happy to drop it altogether if it is found confusing).",reb_fine,rebuttal_done,5.0,5,5
856,"Re: ""One thing I would have loved to see from this paper is a comparison of modulated-plasticity LSTMs with the sota from Melis et al., 2017.""",reb_fine,rebuttal_structuring,15.0,15,15
857,"We agree that, ideally, a comparison with SOTA architectures would be desirable.",reb_fine,rebuttal_answer,1.0,3,1
858,"As explained in the response to Reviewer 1, despite all our efforts, we found the technical challenges insurmountable given our computational and engineering resources.",reb_fine,rebuttal_reject-request,13.0,1,13
859,We will keep trying to investigate such massive architectures in the future.,reb_fine,rebuttal_future,7.0,7,7
860,"Re: ""Why were zero-sequences necessary in Experiment 1? [...] Perhaps the authors could clarify on what a confounding ""time-locked scheduling strategy"" would look like in this task?""",reb_fine,rebuttal_structuring,15.0,15,15
861,"The random zero-inputs make the timing of the cues unpredictable, forcing the network to be driven specifically by the stimuli - as opposed to learning a pre-programmed strategy at each given time step.",reb_fine,rebuttal_answer,1.0,1,1
862,This is merely a convenient choice to make the task more challenging.,reb_fine,rebuttal_answer,1.0,1,1
863,"Re: ""Why does Experiment 1 present pairs of stimuli, rather than high-dimensional individual stimuli?""",reb_fine,rebuttal_structuring,15.0,15,15
864,"Again, this simply makes the task more challenging.",reb_fine,rebuttal_answer,1.0,1,1
865,"Non-target cues operate as distractors and having pairs of stimuli shown before each response increases the uncertainty in reward credit assignment (i.e. when receiving a reward, the network must still find out which of the two stimuli is the target).",reb_fine,rebuttal_answer,1.0,1,1
866,"To better describe the task, we have added a schema of an episode to Figure 1.",reb_fine,rebuttal_done,5.0,5,5
867,We hope this may facilitate understanding.,reb_fine,rebuttal_answer,1.0,14,1
868,"Re: ""Why is non-plastic rnn left out of Figure 2b?""",reb_fine,rebuttal_structuring,15.0,15,15
869,"As documented in Miconi et al 2018, non-plastic networks are terrible at this task.",reb_fine,rebuttal_answer,1.0,1,1
870,We are happy to run this experiment and include it if the reviewer finds it useful.,reb_fine,rebuttal_answer,1.0,14,1
871,"Typos: ""However, in Nature,"" -- no caps",reb_fine,rebuttal_structuring,15.0,15,15
872,"in appendix: ""(see Figure A.4)"" -- the figure is labeled ""Figure 3""""",reb_fine,rebuttal_structuring,15.0,15,15
873,We thank the reviewer for noticing these typos and have fixed them in the text.,reb_fine,rebuttal_done,5.0,5,5
874,We agree with most of the comments.,reb_fine,rebuttal_concede-criticism,3.0,3,3
875,Thanks for the insightful comments.,reb_fine,rebuttal_social,14.0,14,14
876,We’ve tried to improve our paper based on your feedback.,reb_fine,rebuttal_social,14.0,14,14
877,"Most significantly, we’ve performed additional ablation studies to confirm that our modeling choices improve performance, and we provide further empirical insight on what the coreference operations do.",reb_fine,rebuttal_summary,16.0,1,16
878,We’ve also updated the model description and the notation in Section 4 to clarify modeling mechanisms and choices.,reb_fine,rebuttal_summary,16.0,5,16
879,"Two important additions are a high-level summary of the model, which we give at the beginning of Section 4, and a table (Table 2) that lists what each symbol represents along with its dimensions.",reb_fine,rebuttal_summary,16.0,1,16
880,Below we address your concerns point-by-point.,reb_fine,rebuttal_structuring,15.0,15,15
881,"The proposed method seems plausible, but some details are impressionistic and it is not clear why and whether the modeling choices do what the paper says.",reb_fine,rebuttal_structuring,15.0,15,15
882,This is especially the case in a few places involving coreference:,reb_fine,rebuttal_structuring,15.0,15,15
883,1. The paper says at the top of page 6 that the result of Eq 1 is a disambiguated intermediate node representation.,reb_fine,rebuttal_structuring,15.0,15,15
884,2. The self attention in Eq 2 performs coreference disamguation which prevents different instances of the same location from being predicted for multiple entities.,reb_fine,rebuttal_structuring,15.0,15,15
885,"While these may indeed be working as advertised, it would be good to see some evaluation that verifies that after learning, what is actually happening is coreference.",reb_fine,rebuttal_structuring,15.0,15,15
886,======,reb_fine,rebuttal_structuring,15.0,15,15
887,"Based on your comments, we’ve performed additional ablations to measure the impact of the co-reference mechanisms.",reb_fine,rebuttal_done,5.0,5,5
888,"We find that removing any of them leads to a decrease in performance (Rows 2, 3, 4 of Table 5).",reb_fine,rebuttal_answer,1.0,1,1
889,"To provide more than just this quantitative insight, we’ll expand here on how KG-MRC handles coreference to better motivate the modeling choices:",reb_fine,rebuttal_answer,1.0,15,1
890,The construction of graph G_t from G_{t-1} uses co-reference disambiguation of nodes to prevent node duplication and to enforce temporal dependencies.,reb_fine,rebuttal_answer,1.0,1,1
891,We perform coreference disambiguation between location nodes of G_t and G_{t-1} via Eq. 1 (call this inter-graph coreference) and between the location nodes in the same graph Gt (call this intra-graph coreference) via Eq. 2.,reb_fine,rebuttal_answer,1.0,1,1
892,"The inter-graph coreference yields new, intermediate representations for the nodes in G_t.",reb_fine,rebuttal_answer,1.0,1,1
893,These are further updated via the intra-graph coreference step.,reb_fine,rebuttal_answer,1.0,1,1
894,Inter-graph Co-ref: One way to think about this is that we construct a new graph G_t at every time step.,reb_fine,rebuttal_answer,1.0,1,1
895,"Now the graph G_{t-1} might contain some location nodes which are predicted again at time step ‘t’ (e.g., in Figure 2, leaf node already existed in G_{t-1}).",reb_fine,rebuttal_answer,1.0,1,1
896,"Instead of replacing an old node with an entirely new node at ‘t’, we take a recurrent approach and do a gated update that preserves some information stored in the node in previous time steps while adding new information unique to time step ‘t’.",reb_fine,rebuttal_answer,1.0,1,1
897,Intra-graph Co-ref: Inter-graph co-ref isn’t enough since the MRC module makes its span predictions independently.,reb_fine,rebuttal_answer,1.0,1,1
898,"This means that, at time step t, the model could predict the same span/location for multiple entities and add all these duplicates to the graph.",reb_fine,rebuttal_answer,1.0,1,1
899,"Moreover, a single location might have the same surface form but be from different parts of the paragraph (e.g. “leaf” in the 1st and the 5th sentence of the para in figure 2).",reb_fine,rebuttal_answer,1.0,1,1
900,"The operations in Eq. 2 resolve this by performing self-attention (i.e., the predicted locations of all entities are compared to each other).",reb_fine,rebuttal_answer,1.0,1,1
901,=====,reb_fine,rebuttal_structuring,15.0,15,15
902,Response continued from above.,reb_fine,rebuttal_structuring,15.0,15,15
903,Why does the graph update require coreference pooling again?,reb_fine,rebuttal_structuring,15.0,15,15
904,"Don't the updates in Eq 1 and 2 take care of this? The ablation does not test this, right?",reb_fine,rebuttal_structuring,15.0,15,15
905,=====,reb_fine,rebuttal_structuring,15.0,15,15
906,We agree that the coreference pooling in the graph update seems repetitive at first glance.,reb_fine,rebuttal_concede-criticism,3.0,3,3
907,We have further clarified the explanation given in the text and included another ablation experiment  (row 4 of Table 5) to confirm its usefulness.,reb_fine,rebuttal_done,5.0,5,5
908,This step does indeed repeat Eq. 2.,reb_fine,rebuttal_structuring,15.0,15,15
909,"In a nutshell, this is necessary because, after the recurrent and residual graph updates (Eqs 3.1 - 3.3) that propagate information across edges, we may end up with different representations for location nodes corresponding to the same location.",reb_fine,rebuttal_answer,1.0,1,1
910,We don’t want these representations to diverge from each other because of information propagation.,reb_fine,rebuttal_answer,1.0,1,1
911,To give you more detail:,reb_fine,rebuttal_structuring,15.0,15,15
912,The graph update step ensures information propagation between entities and location representations.,reb_fine,rebuttal_answer,1.0,1,1
913,"Specifically if the current location of entity “e_t” is predicted as “\lambda_t”, the graph update steps ensures that both the entity and location representation gets the same update (via eq 3.2 and 3.3).",reb_fine,rebuttal_answer,1.0,1,1
914,This would have been sufficient if every entity had a unique location.,reb_fine,rebuttal_answer,1.0,1,1
915,"But, multiple entities can actually exist in the same location.",reb_fine,rebuttal_answer,1.0,1,1
916,Let’s consider this small graph below,reb_fine,rebuttal_structuring,15.0,15,15
917,Water - -> leaf,reb_fine,rebuttal_answer,1.0,15,1
918,CO_2 --> leaf,reb_fine,rebuttal_answer,1.0,15,1
919,"Here both water and CO_2 exist in the same location, leaf.",reb_fine,rebuttal_answer,1.0,1,1
920,But let’s say that the MRC model picked the “leaf” span from sentence 1 (of the text in Fig 2) for “Water” and from sentence 4 for CO_2.,reb_fine,rebuttal_answer,1.0,1,1
921,"In reality, they refer to the same location entity “leaf”.",reb_fine,rebuttal_answer,1.0,1,1
922,"Now, due to eq. 3.3, the two embeddings of leaf will get two different residual updates (one would be corresponding to Water and other would be because of CO_2).",reb_fine,rebuttal_answer,1.0,1,1
923,"Because of the different updates, the two representations of the same entity might diverge.",reb_fine,rebuttal_answer,1.0,1,1
924,"To remedy this, we re-use the coreference matrix “U” we create in eq. (2), which should already have a high attention score corresponding to the two leaf locations.",reb_fine,rebuttal_answer,1.0,1,1
925,Thus we perform a similar operation to the intra-graph update.,reb_fine,rebuttal_answer,1.0,1,1
926,====,reb_fine,rebuttal_structuring,15.0,15,15
927,"Another modeling choice that is not clear is regarding how the model processes the text -- reading prefixes of the paragraph, rather than one sentence at a time. What happens if the model is changed to be read one sentence at a time?",reb_fine,rebuttal_structuring,15.0,15,15
928,====,reb_fine,rebuttal_structuring,15.0,15,15
929,The “prefixes” that our model reads at each time step comprise all sentences up to and including the current sentence s_t.,reb_fine,rebuttal_answer,1.0,1,1
930,The motivation for this modeling choice was empirical.,reb_fine,rebuttal_answer,1.0,1,1
931,"In our preliminary experiments we evaluated alternative strategies, such as (a) only considering the current sentence s_t, and (b) considering the entire paragraph at every time step.",reb_fine,rebuttal_answer,1.0,1,1
932,We found that operating on prefixes performed best.,reb_fine,rebuttal_answer,1.0,1,1
933,"This is in line with the findings of Dalvi et al., 2018, where the Pro-Global model (which uses prefixes) performs better than the Pro-Local model (which operates on single sentences).",reb_fine,rebuttal_answer,1.0,1,1
934,"First of all, thank you for taking your time to review our paper and providing feedback. We have judiciously taken the comments of the reviewers,  and apologize for the late response due to additional experiments and modifications of the paper.",reb_fine,rebuttal_social,14.0,14,14
935,Remark 1. Expression and detail,reb_fine,rebuttal_structuring,15.0,15,15
936,A : We apologize to the reviewer for the lack of clarity in the manuscript. We have modified our expression.,reb_fine,rebuttal_concede-criticism,3.0,3,3
937,Remark 2.,reb_fine,rebuttal_structuring,15.0,15,15
938,"What is ""Selection Network""?",reb_fine,rebuttal_structuring,15.0,15,15
939,A : It is a module that estimates the confidence of the softmax output according to the inputs of the classification network.,reb_fine,rebuttal_answer,1.0,1,1
940,The selection network is trained with sigmoid and binary cross-entropy in a supervised manner.,reb_fine,rebuttal_answer,1.0,1,1
941,And the threshold is not 0.5 but high because selection network is learned with many ’1’ labels with close to 100 % training accuracy.,reb_fine,rebuttal_answer,1.0,1,1
942,The selection network has advantages in out of class unlabeled data.,reb_fine,rebuttal_answer,1.0,1,1
943,"Since softmax output is a relative value, the softmax output can be high for some out of class unlabeled data.",reb_fine,rebuttal_answer,1.0,1,1
944,"In our original paper (in table 10), there already exist results of softmax output for in or out of class unlabeled data with 0.9999 thresholds.",reb_fine,rebuttal_answer,1.0,1,1
945,"Further, we experimented with the same threshold in table 4 of the new version and the results have shown that out of class unlabeled data are added even with an extremely small threshold such as 0.99999 (epsilon = 10^-5).",reb_fine,rebuttal_answer,1.0,1,1
946,"Remark 3. ""As the base classifier is different for various baselines, it is hard to compare the methods.""",reb_fine,rebuttal_structuring,15.0,15,15
947,A : SST has a network structure similar to other papers.,reb_fine,rebuttal_answer,1.0,1,1
948,The difference of structure was that the selection network is added and Gaussian noise and the mean only batch norm are not used.,reb_fine,rebuttal_answer,1.0,1,1
949,"As mentioned in the paper (4. Experiments), our supervised learning performs slightly better than conventional SSL algorithms because of different settings such as learning rate and Gaussian noise on the input layer.",reb_fine,rebuttal_answer,1.0,1,1
950,"(When SST uses Gaussian noise, ours are also degraded.)",reb_fine,rebuttal_answer,1.0,1,1
951,Remark 4.,reb_fine,rebuttal_structuring,15.0,15,15
952,"Experiments Detail ( data setting, threshold, number of iterations, animal vs nonanimal)",reb_fine,rebuttal_answer,1.0,15,1
953,A :,reb_fine,rebuttal_answer,1.0,15,1
954,==> Data setting,reb_fine,rebuttal_answer,1.0,15,1
955,The purpose of experiments is to show that the SST algorithm is comparable to the conventional SSL algorithms.,reb_fine,rebuttal_answer,1.0,1,1
956,"Therefore, we experimented with the popular setting.",reb_fine,rebuttal_answer,1.0,1,1
957,We have added a detailed description on the data setting to Section 6.3 of the supplementary material.,reb_fine,rebuttal_done,5.0,5,5
958,==> Iterations & Threshold,reb_fine,rebuttal_structuring,15.0,15,15
959,We have missed out on a detailed description of how to set up some hyper-parameters.,reb_fine,rebuttal_concede-criticism,3.0,1,3
960,We set parameters as follows.,reb_fine,rebuttal_answer,1.0,1,1
961,The number of training iteration and thresholding epsilon are very important parameters in our algorithm and have a considerable correlation with each other.,reb_fine,rebuttal_answer,1.0,1,1
962,"In the first experiment, the iteration number remains fixed and the growth rate of epsilon is adjusted so that the validation accuracy saturates near the settled iteration number.",reb_fine,rebuttal_answer,1.0,1,1
963,"While the validation accuracy is evaluated using the cross-validation, we set the number of training iteration to be 100 so that the model is trained enough until it saturates.",reb_fine,rebuttal_answer,1.0,1,1
964,Epsilon is increased in log-scale and begins at a very small value (10^(−5)) where no data is added.,reb_fine,rebuttal_answer,1.0,1,1
965,The growth rate of epsilon is determined according to when the validation accuracy saturates.,reb_fine,rebuttal_answer,1.0,1,1
966,The stopping criterion is that the accuracy of the current iteration reaches the average accuracy of the previous 20 steps.,reb_fine,rebuttal_answer,1.0,1,1
967,"If the stopping iteration is much less than 100 times, the epsilon growth rate should be reduced so that the data is added more slowly.",reb_fine,rebuttal_answer,1.0,1,1
968,"If the stopping iteration significantly exceeds 100 iterations, the epsilon growth rate should be increased so that the data is added more easily.",reb_fine,rebuttal_answer,1.0,1,1
969,We allow 5 iterations as a deviation from 100 iterations and the growth rate of epsilon is left unchanged in this interval.,reb_fine,rebuttal_answer,1.0,1,1
970,"(In previous versions, the growth ratio of epsilon for CIFAR-10 was applied to SVHN and CIFAR-100.",reb_fine,rebuttal_answer,1.0,1,1
971,"However, since the epsilon growth rate is different for each dataset, as the reviewer mentioned, we have performed the cross-validation for SVHN and CIFAR-100 and modified our results.) As a result, the epsilon is gradually increased in log-scale by 10 times every 33 iterations in CIFAR-10 and SVHN.",reb_fine,rebuttal_answer,1.0,1,1
972,"In the case of CIFAR-100, the epsilon is increased by 10 times in log-scale every 27 iterations.",reb_fine,rebuttal_answer,1.0,1,1
973,"In the second experiment, we leave the epsilon fixed and simply train the model until the stopping criterion is satisfied.",reb_fine,rebuttal_answer,1.0,1,1
974,Other details are the same as those of the first experiment.,reb_fine,rebuttal_answer,1.0,1,1
975,"(In previous versions, the training iterations of fixed mode had been fixed.",reb_fine,rebuttal_answer,1.0,1,1
976,"Thanks to the comment from the reviewer, we were able to rearrange the content and set training iteration by cross-validation.)",reb_fine,rebuttal_answer,1.0,1,1
977,=,reb_fine,rebuttal_answer,1.0,15,1
978,=> Animal vs non-animal,reb_fine,rebuttal_answer,1.0,15,1
979,The citation of that part is obscure and has been modified.,reb_fine,rebuttal_done,5.0,5,5
980,We experimented similar to the [1] and they categorized according to the animal.,reb_fine,rebuttal_answer,1.0,1,1
981,Our approach is similar but not identical.,reb_fine,rebuttal_answer,1.0,1,1
982,"Their unlabeled data came from only in 4 classes, however, we selected unlabeled data in all classes.",reb_fine,rebuttal_answer,1.0,1,1
983,"[1] Odena, Augustus, et al. ""Realistic Evaluation of Semi-Supervised Learning Algorithms."" (2018)",reb_fine,rebuttal_structuring,15.0,10,15
984,Some Questions and comments,reb_fine,rebuttal_structuring,15.0,15,15
985,"Remark 5. ""The setting of including unrelated classes in the unlabeled data resembles transfer learning setting. Could you explain why the ideas from transfer learning are not applicable in your case?""",reb_fine,rebuttal_structuring,15.0,15,15
986,"A : To the best of our knowledge, the main purpose of transfer learning is to improve the performance on the target domain by effectively utilizing the knowledge of the source domain.",reb_fine,rebuttal_answer,1.0,1,1
987,"However, in our case, there is no separated source and target domains.",reb_fine,rebuttal_answer,1.0,1,1
988,We focus on the single classification task.,reb_fine,rebuttal_answer,1.0,1,1
989,We think that the goal of our method and that of transfer learning are quite different.,reb_fine,rebuttal_answer,1.0,1,1
990,"Remark 6. ""What do you mean in section 3.3 by ""if one class dominates the dataset, the model tends to overfit""?""",reb_fine,rebuttal_structuring,15.0,15,15
991,"A "" We have modified that expression and we wanted to address that ""if one class dominates the dataset, the performances are degraded by the imbalanced distribution.",reb_fine,rebuttal_answer,1.0,15,1
992,"(Analysing the classification of imbalanced data-sets with multiple classes: Binarization techniques and ad-hoc approaches, 2013)""",reb_fine,rebuttal_answer,1.0,15,1
993,"Remark 7. ""Figure 3: wouldn’t the plot of accuracy vs amount of data be more suitable here?""",reb_fine,rebuttal_structuring,15.0,15,15
994,A : I agree that your suggestion is more suitable for the figure.,reb_fine,rebuttal_done,5.0,3,5
995,"However, it is difficult to show the figure you want because the number of selected samples is different every time.",reb_fine,rebuttal_reject-request,13.0,1,13
