,sentence,task,label,encoded,output,target
890,This is especially the case in a few places involving coreference:,pol,none,0.0,0,0
891,1. The paper says at the top of page 6 that the result of Eq 1 is a disambiguated intermediate node representation.,pol,none,0.0,0,0
892,2. The self attention in Eq 2 performs coreference disamguation which prevents different instances of the same location from being predicted for multiple entities.,pol,none,0.0,0,0
893,"While these may indeed be working as advertised, it would be good to see some evaluation that verifies that after learning, what is actually happening is coreference.",pol,pol_negative,1.0,2,1
894,Why does the graph update require coreference pooling again?,pol,pol_neutral,2.0,1,2
895,"Don't the updates in Eq 1 and 2 take care of this? The ablation does not test this, right?",pol,pol_negative,1.0,2,1
896,"Another modeling choice that is not clear is regarding how the model processes the text -- reading prefixes of the paragraph, rather than one sentence at a time. What happens if the model is changed to be read one sentence at a time?",pol,pol_negative,1.0,1,1
897,That the model implicitly learns constraints from data is interesting!,pol,pol_positive,3.0,3,3
898,"Bottomline: The paper presents interesting ideas and good results, but would be better if the modeling choices were better explored/motivated.",pol,none,0.0,3,0
899,This paper describes the method for performing self-training where the unlabeled datapoints are iteratively added to the training set only if their predictions by the classifier are confident enough.,pol,none,0.0,0,0
900,The contributions of this paper are to add datapoints based on the prediction of the confidence level by a separate selection network and a number of heuristics applied for better selection.,pol,none,0.0,0,0
901,"On the experimental side, the contribution is to test the scenario where datapoints from irrelevant classes are included in the unlabeled dataset.",pol,none,0.0,0,0
902,"The paper is written in a way that makes following it a bit difficult, for example, the experimental setups.",pol,pol_negative,1.0,1,1
903,"Also, the writing can be improved by making the writing more concise and formal (examples of informal: ""spoil the network"", ""model is spoiled"", ""problem of increased classes"", ""many recent researches have been conducted"", ""lots of things to consider for training"", ""supervised learning was trained"" etc.).",pol,pol_negative,1.0,1,1
904,The contributions of the method could also be underlined more clearly in the abstract and introduction.,pol,pol_negative,1.0,1,1
905,The description of consistency regularisation methods in section 2.2 is not very clear and I would like to get better understanding of temporal ensembling and SNTG methods here as they play an important role in the experiments.,pol,pol_negative,1.0,1,1
906,The idea of selective sampling for self-training is promising and the investigated questions are interesting.,pol,pol_positive,3.0,3,3
907,"As far as I understand, the main contribution of this paper is the use of separate ""selection network"" to estimate the confidence of predictions by ""classification network"".",pol,pol_neutral,2.0,0,2
908,"However, as the ""selection network"" uses exactly the same input as ""classification network"", it is hard to imagine how it can learn additional information.",pol,pol_negative,1.0,1,1
909,"For example, imagine the case of binary classification.",pol,none,0.0,0,0
910,"If the selection network predicts 0 in come cases, it can be used to improve the result of ""classification network"" by flipping the corresponding label.",pol,none,0.0,0,0
911,How can you interpret such a thought experiment?,pol,pol_neutral,2.0,1,2
912,"One could understand the use of ""selection network"" as a way to automatically select a threshold of what to consider confident, however, in this case, the prediction of ""selection network"" should be thresholded at 0.5 (correct prediction or not), but the experiments use complex thresholds.",pol,pol_negative,1.0,1,1
913,"Could you elaborate more on why the selection network is needed? How would it compare to a simple strategy of only including the datapoints whose top-1 prediction of ""classification network"" is greater than some threshold?",pol,pol_neutral,2.0,2,2
914,"Finally, could you show a plot of top-1 prediction of ""classification network"" vs score of ""selection network"" and elaborate on that?",pol,pol_neutral,2.0,2,2
915,"Then, in sections 3.2 and 3.3 the authors introduce a few additional tricks for self-training: exclude datapoints whose predictions are changing and balance the classes.",pol,none,0.0,0,0
916,"Intuitively, these criteria are well motivated, but unfortunately, the combination of all the intuitions (including ""selection network"" with threshold) is not very principled.",pol,pol_negative,1.0,1,1
917,"Ablation study shows that the use of the ""selection network"" strategy does not improve the results without these heuristics.",pol,pol_negative,1.0,1,1
918,"It would be interesting to see how these heuristics would do without ""selection network"", for example, either by doing simple self-training with thresholding on the score of the classifier or by applying only these heuristics in combination with TempEns+SNTG.",pol,pol_neutral,2.0,2,2
919,"In the current form of evaluation, it is hard to say if there is any benefit of using the ""selection network"" that is the main novelty of the paper.",pol,pol_negative,1.0,1,1
920,It is very valuable that the experimental results include many recently proposed methods.,pol,pol_positive,3.0,3,3
921,"Besides, the settings are described in details that could help for the reproducibility of the results.",pol,pol_positive,3.0,3,3
922,"However, I have a few concerns about the results.",pol,pol_negative,1.0,1,1
923,"First of all, the proposed SST algorithm alone only performs better than baselines in 1 case, equal to them in 1 case and worse in 1 (table 3).",pol,pol_negative,1.0,1,1
924,"Besides, as the base classifier is different for various baselines, it is hard to compare the methods.",pol,pol_negative,1.0,1,1
925,"Then, the important hyperparameter of the method---threshold---seems to be hard to select (both in sections 4.1 and 4.2).",pol,pol_negative,1.0,1,1
926,How did you chose the current values? How sensitive is it? Why various datasets need different settings? How the threshold value can be set in practice?,pol,pol_neutral,2.0,2,2
927,Another important parameters is the number of iterations of the algorithm.,pol,pol_neutral,2.0,0,2
928,How was it chosen?,pol,pol_neutral,2.0,2,2
929,"Concerning the experiments of section 4.2, how would the baseline methods of section 4.1 do in this case? Why did you select to study animal vs non-animals sets of classes?",pol,pol_neutral,2.0,2,2
930,What would happen if you use random class splits or split animal classes (like in a more realistic scenario)?,pol,pol_neutral,2.0,2,2
931,"To conclude, while I find the studied problem quite interesting and intuitions behind the method very reasonable, the current methodology is not very principled and the experiment evaluation did not convince me that such an elaborate strategy is needed.",pol,none,0.0,0,0
932,Some questions and comments:,pol,none,0.0,0,0
933,- The setting of including unrelated classes in the unlabeled data resembles transfer learning setting. Could you explain why the ideas from transfer learning are not applicable in your case?,pol,pol_neutral,2.0,2,2
934,"- In the training procedure of ""selection network"" of Sections 3.1, do you use the same datapoints to train a ""classification network"" and ""selection network""? If it is the case, how do you insure that the ""classification network"" does not learn to fit the data perfectly and thus all labels s_i are 1?",pol,pol_neutral,2.0,2,2
935,"- In the last sentences of the first paragraph on p.2 you make a contrast between using softmax and sigmoid functions, however, normally the difference between them is their use in binary or multiclass classification. Is there anything special that you want to show in you case?",pol,pol_neutral,2.0,2,2
936,"- What do you mean in section 3.3 by ""if one class dominates the dataset, the model tends to overfit""?",pol,pol_neutral,2.0,2,2
937,- I think parameters of training the networks from the beginning of section 4 could be moved to the supplementary materials.,pol,pol_neutral,2.0,2,2
938,- Figure 3: wouldn't the plot of accuracy vs amount of data be more suitable here?,pol,pol_neutral,2.0,2,2
939,- Synthetic experiments of supplementary materials: the gains of the methods seem to be small. What are the numerical results? What would happen if you allow to select starting point at random (a more realistic case)?,pol,pol_neutral,2.0,2,2
940,"- Can you explain the sentence ""To prevent data being added suddenly, no data was added until 5 iterations""?",pol,pol_neutral,2.0,2,2
941,- How was it possible to improve the performance in experiment of section 4.2 with 100% of irrelevant classes?,pol,pol_neutral,2.0,2,2
942,The paper extends previous work on differentiable placticity to include neuro modulation by parameterizing the learning rate of Hebbs update rule.,pol,none,0.0,0,0
943,"In addition, the authors introduce retroactive modulation that basically allows the system to delay incorporation of plasticity updates via so eligibility traces.",pol,none,0.0,0,0
944,Experiments are performaed on 2 simple toy datasets and a simple language modeling task.,pol,none,0.0,0,0
945,A newly developed cue-reward association task shows the clear limitations of basic plasticity and how modulation can resolve this.,pol,pol_positive,3.0,0,3
946,Slight improvements can also be seen on a simple maze navigation task as well as on a basic language modeling dataset.,pol,pol_positive,3.0,0,3
947,"Overall I like the motivation, provided background information and simplicity of the approach.",pol,pol_positive,3.0,3,3
948,"Furthermore, the cue-reward experiment seems to be a well designed show case for neuro-modulation.",pol,pol_positive,3.0,3,3
949,"However, as the authors acknowledge the overall simplicity of the tasks being evaluated with mostly marginal improvements makes the overall evaluation fall short.",pol,pol_negative,1.0,1,1
950,Unfortunately the paper doesn't provide any qualitative analysis on how modulation is employed by the models after training.,pol,pol_negative,1.0,1,1
951,"Therefore, although I would like to see an extended version of this paper at the conference, without further experiments and analysis I see the current version rather as an interesting workshop contribution.",pol,none,0.0,1,0
952,Strengths:,pol,none,0.0,0,0
953,- motivation: the natural extension of previous work on differentiable plasticity based on existing knowledge from neuro science is an important next step,pol,pol_positive,3.0,3,3
954,- cue reward experiment exemplifies limitations of current plasticity approaches and clearly shows the potential benefits of neuro modulation,pol,pol_positive,3.0,3,3
955,- maze navigation shows incremental benefits over non-modulated plasticity,pol,pol_positive,3.0,3,3
956,- thorough experimentation,pol,pol_positive,3.0,3,3
957,- clipping-trick is a neat observation,pol,pol_positive,3.0,3,3
958,Weaknesses:,pol,none,0.0,0,0
959,"- evaluation: only on toy tasks (which includes PTB), no real world tasks",pol,pol_negative,1.0,1,1
960,- very incremental improvements on PTB over a very simple baseline (far from SotA),pol,pol_negative,1.0,1,1
961,- evaluated models (feed-forward NNs and LSTMs) are very basic and far from current SotA architectures,pol,pol_negative,1.0,1,1
962,- no qualitative analysis on how modulation is actually use by the systems.,pol,pol_negative,1.0,1,1
963,"E.g., when is modulation strong and when is it not used",pol,none,0.0,0,0
964,Comments:,pol,none,0.0,0,0
965,"- perplexity improvements of less than 1.3 points over plasticity alone (which is the actual baseline for this paper) can hardy be called ""significant"". Even though they might be statistically significant (meaning nothing more than the two models being statistically different), minor architectural changes can lead to such improvements.",pol,pol_negative,1.0,1,1
966,"Furthermore PTB is not a ""challenging"" LM benchmark.",pol,pol_negative,1.0,1,1
967,Summary:,pol,none,0.0,0,0
968,This paper addresses the computational aspects of Viterbi-based encoding for neural networks.,pol,none,0.0,0,0
969,"In usual Viterbi codes, input messages are encoded via a convolution with a codeword, and then decoded using a trellis.",pol,none,0.0,0,0
970,"Now consider a codebook with n convolutional codes, of rate 1/k.",pol,none,0.0,0,0
971,Then a vector of length n is represented by inputing a message of length k and receiving n encoded bits.,pol,none,0.0,0,0
972,Then the memory footprint (in terms of messages) is reduced by rate k/n.,pol,none,0.0,0,0
973,"This is the format that will be used to encode the row indices in a matrix, with n columns.",pol,none,0.0,0,0
974,(The value of each nonzero is stored separately.),pol,none,0.0,0,0
975,"However, it is clear that not all messages are possible, only those in the ""range space"" of my codes. (This part is previous work Lee 2018.)",pol,none,0.0,0,0
976,"The ""Double Viterbi"" (new contribution) refers to the storage of the nonzero values themselves.",pol,none,0.0,0,0
977,"A weakness of CSR and CSC (carried over to the previous work) is that since each row may have a different number of nonzeros, then finding the value of any particular nonzero requires going through the list to find the right corresponding nonzero, a sequential task.",pol,none,0.0,1,0
978,"Instead, m new Viterbi decompressers are included, where each row becomes (s_1*codeword_1 + s_2*codeword2 + ...) cdot mask, and the new scalar are the results of the linear combinations of the codewords.",pol,none,0.0,0,0
979,Pros:,pol,none,0.0,0,0
980,"- I think the work addressed here is important, and though the details are hard to parse and the new contributions seemingly small, it is important enough for practical performance.",pol,pol_positive,3.0,3,3
981,- The idea is theoretically sound and interesting.,pol,pol_positive,3.0,3,3
982,Cons:,pol,none,0.0,0,0
983,- My biggest issue is that there is no clear evaluation of the runtime benefit of the second Viterbi decompressor.,pol,pol_negative,1.0,1,1
984,"Compressability is evaluated, but that was already present in the previous work.",pol,pol_negative,1.0,1,1
985,Therefore the novel contribution of this paper over Lee 2018 is not clearly outlined.,pol,pol_negative,1.0,1,1
986,- It is extremely hard to follow what exactly is going on; I believe a few illustrative examples would help make the paper much clearer; in fact the idea is not that abstract.,pol,pol_negative,1.0,1,1
987,"- Minor grammatical mistakes (missing ""a"" or ""the"" in front of some terms, suggest proofread.)",pol,pol_negative,1.0,1,1
988,This paper is well set-up to target the interesting problem of degraded generalisation after adversarial training.,pol,pol_positive,3.0,3,3
989,"The proposal of applying spectral normalisation (SN) is well motivated, and is supported by margin-based bounds.",pol,pol_positive,3.0,3,3
990,"However, the experimental results are weak in justifying the paper's claims.",pol,pol_negative,1.0,1,1
991,Pros:,pol,none,0.0,0,0
992,* The problem is interesting and well explained,pol,pol_positive,3.0,3,3
993,* The proposed method is clearly motivated,pol,pol_positive,3.0,3,3
994,* The proposal looks theoretically solid,pol,pol_positive,3.0,3,3
995,Cons:,pol,none,0.0,0,0
996,"* It is unclear to me whether the ""efficient method for SN in convolutional nets"" is more efficient than the power iteration algorithm employed in previous work, such as Miyato et al. 2018, which also used SN in conv nets with different strides.",pol,pol_negative,1.0,1,1
997,There is no direct comparison of performance.,pol,pol_negative,1.0,1,1
998,* Fig. 3 needs more explanation.,pol,pol_neutral,2.0,1,2
999,"The horizontal axes are unlabelled, and ""margin normalization"" is confusing when shown together with SN without an explanation.",pol,pol_neutral,2.0,1,2
1000,Perhaps it's helpful to briefly introduce it in addition to citing Bartlett et al. 2017.,pol,pol_neutral,2.0,2,2
1001,* The epsilons in Fig. 5 have very different scales (0 - 0.5 vs. 0 - 5). Are these relevant to the specific algorithms and why?,pol,pol_neutral,2.0,2,2
1002,* Section 5.3 (Fig. 6) is the part most relevant to the generalisation problem.,pol,pol_negative,1.0,1,1
1003,"However, the results are unconvincing: only the results for epsilon = 0.1 are shown, and even so the advantage is marginal.",pol,pol_negative,1.0,1,1
1004,"Furthermore, the baseline models did not use other almost standard regularisation techniques (weight decay, dropout, batch-norm).",pol,pol_negative,1.0,1,1
1005,It is thus unclear whether the advantage can be maintained after applying these standard regularsisers.,pol,pol_negative,1.0,1,1
1006,"A typo in page 6, last line: wth -> with",pol,pol_neutral,2.0,2,2
1007,This paper proposes to address few-shot learning in a transductive way by learning a label propagation model in an end-to-end manner.,pol,none,0.0,0,0
1008,Semi-supervised few-shot learning is important considering the limitation of the very few labeled instances.,pol,none,0.0,0,0
1009,This is an interesting work.,pol,pol_positive,3.0,3,3
1010,The merits of this paper lie in the following aspects: (1) It is the first to learn label propagation for transductive few-shot learning.,pol,pol_positive,3.0,0,3
1011,(2) The proposed approach produced effective empirical results.,pol,pol_positive,3.0,3,3
1012,The drawbacks  of the work include the following: (1) There is not much technical contribution.,pol,pol_negative,1.0,1,1
1013,It merely just puts the CNN representation learning and the label propagation together to perform end-to-end learning.,pol,none,0.0,0,0
1014,"Considering the optimization problem involved in the learning process, it is hard to judge whether the effect of such a procedure from the optimization perspective.",pol,pol_negative,1.0,1,1
1015,"(2) Empirically, it seems TPN achieved very small improvements over the very baseline label propagation.",pol,none,0.0,0,0
1016,"Moreover, the performance reported in this paper seems to be much inferior to the state-of-the-art results reported in the literature.",pol,pol_negative,1.0,1,1
1017,"For example,  on miniImageNet, TADAM(Oreshkin et al, 2018) reported 58.5 (1-shot) and 76.7(5-shot), which are way better than the results reported in this work.",pol,none,0.0,0,0
1018,This is a major concern.,pol,none,0.0,0,0
1019,Summary:,pol,none,0.0,0,0
1020,"This paper makes an observation that most of the neural network architectures do not learn the mutual exclusivity (ME) bias: if an object has one label, then it does not need another.",pol,none,0.0,0,0
1021,Authors demonstrate this in both synthetic tasks and real-world tasks like object recognition and machine translation.,pol,none,0.0,0,0
1022,Authors argue that ME bias could help the model to handle new classes and rare events better.,pol,none,0.0,0,0
1023,My comments:,pol,none,0.0,0,0
1024,I very much enjoyed reading this paper.,pol,none,0.0,3,0
1025,I support accepting this paper.,pol,none,0.0,0,0
1026,It highlights one of the missing inductive biases in ML and proposes it as a challenge.,pol,pol_positive,3.0,3,3
1027,"As the authors also agree, ME bias is missing not just in DNNs.",pol,none,0.0,0,0
1028,It is the issue of MLE.,pol,none,0.0,0,0
1029,It would be good to have some non-NN results too.,pol,pol_neutral,2.0,2,2
1030,I see this is a challenge for MLE than DNNs.,pol,none,0.0,0,0
1031,1. In figure-4 you mention that entropy regularizer helps to keep the initial ME score. Can you elaborate more about the way in which entropy regularizer is used with regular MLE training?,pol,pol_neutral,2.0,2,2
1032,2. It is not very clear how is the base rate computed in Figure 5. I have a guess. But it is better to explain it in detail.,pol,pol_neutral,2.0,1,2
1033,3. Section 4.2 need more clarity.,pol,pol_negative,1.0,1,1
1034,"For example, what do you mean by classifying the image as “new”? Is “new” a class name? Also, how is P(N|t) computed? Please explain.",pol,none,0.0,2,0
1035,4. Are the authors willing to release the code and data to reproduce the results?,pol,pol_neutral,2.0,2,2
1036,Minor comments:,pol,none,0.0,0,0
1037,"1. Page 3: second para, line 4: “our aim is to study”",pol,pol_neutral,2.0,1,2
1038,2. Page 5: last line: estimate for -> estimated for,pol,pol_neutral,2.0,2,2
1039,3. Section 4.2: 3rd line: “the class for the from”,pol,pol_neutral,2.0,2,2
1040,=====================================================,pol,none,0.0,0,0
1041,After rebuttal: I have read the authors' response and  I stand by my decision.,pol,none,0.0,0,0
1042,"This paper explores self-supervised learning in the low-data regime, comparing results to self-supervised learning on larger datasets.",pol,none,0.0,0,0
1043,"BiGAN, RotNet, and DeepCluster serve as the reference self-supervised methods.",pol,none,0.0,0,0
1044,"It argues that early layers of a convolutional neural network can be effectively learned from a single source image, with data augmentation.",pol,none,0.0,0,0
1045,"A performance gap exists for deeper layers, suggesting that larger datasets are required for self-supervised learning of useful filters in deeper network layers.",pol,none,0.0,0,0
1046,I believe the primary claim of this paper is neither surprising nor novel.,pol,pol_negative,1.0,1,1
1047,"The long history of successful hand-designed descriptors in computer vision, such as SIFT [Lowe, 1999] and HOG [Dalal and Triggs, 2005], suggest that one can design (with no data at all) features reminiscent of those learned in the first couple layers of a convolutional neural network (local image gradients, followed by characterization of those gradients over larger local windows).",pol,none,0.0,0,0
1048,"More importantly, it is already well established that it is possible to learn, from only a few images, filter sets that resemble the early layers of filters learned by CNNs.",pol,none,0.0,0,0
1049,This paper fails to account for a vast amount of literature on modeling natural images that predates the post-AlexNet deep-learning era.,pol,pol_negative,1.0,1,1
1050,"For example, see the following paper (over 5600 citations according to Google scholar):",pol,none,0.0,0,0
1051,[1] Bruno A. Olshausen and David J. Field.,pol,none,0.0,0,0
1052,Emergence of simple-cell receptive field properties by learning a sparse code for natural images.,pol,none,0.0,0,0
1053,"Nature, 1996.",pol,none,0.0,0,0
1054,"Figure 4 of [1] shows results for learning 16x16 filters using ""ten 512x512 images of natural scenes"".",pol,none,0.0,0,0
1055,Compare to the conv1 filters in Figure 2 of the paper under review.,pol,none,0.0,0,0
1056,This 1996 paper clearly established that it is possible to learn such filters from a small number of images.,pol,none,0.0,0,0
1057,"There is long history of sparse coding and dictionary learning techniques, including multilayer representations, that follows from the early work of [1].",pol,none,0.0,0,0
1058,"The paper should at minimum engage with this extensive history, and, in light of it, explain whether its claims are actually novel.",pol,pol_negative,1.0,1,1
1059,The authors proposed meta domain adaptation to address domain shift scenario in meta learning setup.,pol,none,0.0,0,0
1060,The proposed model combines few shot meta-learning with the adversarial domain adaptation to demonstrate performance improvements in several experiments.,pol,none,0.0,0,0
1061,Pros:,pol,none,0.0,0,0
1062,1. A new few shot learning with domain shift problem is studied in the paper.,pol,pol_positive,3.0,3,3
1063,2. A new model combining prototypical network with GAN and cycle-consistency loss for addressing meta-learning domain shift scenario.,pol,pol_positive,3.0,3,3
1064,The experimental improvements on omniglot seem quite substantial.,pol,pol_positive,3.0,3,3
1065,Cons:,pol,none,0.0,0,0
1066,1. Can you clarify why the proposed approach is better than the Meta-RevGrad baseline?,pol,pol_negative,1.0,2,1
1067,It seems that both are using meta-learning with domain adaptation technique.,pol,none,0.0,0,0
1068,What happen for Meta-RevGrad + idt or Meta-RevGrad + revMap?,pol,pol_negative,1.0,2,1
1069,I feel the baseline in domain adaptation area is a bit limited.,pol,pol_negative,1.0,1,1
1070,"2. How is the performance of a simpler baseline such as combining a subset of new domain as training set to train MAML or PN (probably in 5-shot, 5-class case)?",pol,pol_negative,1.0,1,1
1071,3. It seems the domain shift in the paper is less dramatic.,pol,none,0.0,0,0
1072,"i.e., omniglot <-> omniglot-M. I wonder whether the proposed approach can still work in large domain shift such as omniglot to fashion-mnist etc.",pol,pol_negative,1.0,2,1
1073,4. The novelty of the model is relatively limited as it is a combination of previous techniques on a new problem.,pol,pol_negative,1.0,1,1
1074,Minor:,pol,none,0.0,0,0
1075,"1. Where is L_da in Figure 2? In Figure 2, what’s the unlabelled data from which testing tasks are drawn? Is it from meta-test data training set?",pol,pol_negative,1.0,2,1
1076,"2. In the caption of figure 2, there should be a space after `"":"".",pol,pol_negative,1.0,1,1
1077,The paper presents a way to learn a vectorial representation for items which are only described by triplet similiarity expressions.,pol,none,0.0,0,0
1078,"The paper not only claims 'large scale representation learning' but also utilizing the described idea to use neural networks to ""directly, approximately solve non-convex NP-hard optimization problems that arise naturally in unsupervised learning problems."" Both claims are not really shown in the paper: (i) The experiments are not large scale and (ii)  it becomes not clear how any substantiate insight with respect to NP-hard problems can be gained here apart from the fact that it tackles a ML problem, which many seem to be computationally hard problems.",pol,pol_negative,1.0,1,1
1079,As such the paper is not convincing.,pol,pol_negative,1.0,1,1
1080,On a more detailed level it is not clear why the log n representation for items is choosen -- why not just map to embeddings directly?,pol,none,0.0,1,0
1081,"The more interesting question of how to generalize to unseen items (how would that be possible given that items have no representation at all) is not discussed at all and seems not to be realizable, which makes the starting point of such methods (items have no representation) questionable.",pol,pol_negative,1.0,1,1
1082,The paper also misses relevant citations of similar questions from the field of (probabilistic) matrix factorization and relational learning.,pol,pol_negative,1.0,1,1
1083,"The authors introduce a  novel  on-policy  temporally  consistent  exploration  strategy, named Neural  AdaptiveDropout Policy Exploration (NADPEx), for deep reinforcement learning agents.",pol,none,0.0,0,0
1084,The main idea is to sample from a distribution of plausible subnetworks modeling the temporally consistent exploration.,pol,none,0.0,0,0
1085,"For this, the authors use the ideas of the standard dropout for deep networks.",pol,none,0.0,0,0
1086,"Using the proposed  dropout transformation that is differentiable, the authors show that the KL regularizers on policy-space play an important role in stabilizing its learning.",pol,none,0.0,0,0
1087,"The experimental validation is performed on continuous control learning tasks, showing the benefits of the proposed.",pol,none,0.0,0,0
1088,"This paper is very well written, although very dense and not easy to follows, as many methods are referenced and assume that the reviewer is highly familiar with the related works.",pol,pol_negative,1.0,1,1
1089,This poses a challenge in evaluating this paper.,pol,pol_negative,1.0,1,1
1090,"Nevertheless, this paper clearly explores and offers a novel approach for more efficient on-policy exploration which allows for more stable learning compared to traditional approaches.",pol,pol_positive,3.0,3,3
1091,Even though the authors answer positively to each of their four questions in the experiments section,pol,pol_negative,1.0,1,1
1092,",",pol,none,0.0,0,0
1093,it would like that the authors provide more intuition why these improvements occur and also outline the limitations of their approach.,pol,none,0.0,2,0
1094,The paper proposes a technique to perform reasoning on mathematical formulas in a latent space.,pol,none,0.0,0,0
1095,The model is trained to predict whether a rewrite rule can be applied to a formula given its latent representation.,pol,none,0.0,0,0
1096,"When the rewrite is possible, the model also predicts the embedding of the resulting formula.",pol,none,0.0,0,0
1097,"Experiments show that the network can be applied multiple steps in a row, while operating only in the embedding space.",pol,none,0.0,0,0
1098,"1. As mentioned in the paragraph before Section 4.1, it would be much simpler to consider a single latent embedding space L. In that case, \sigma and \alpha become unnecessary and we only need to train \omega.",pol,pol_negative,1.0,1,1
1099,Did you try to have a single network?,pol,pol_negative,1.0,2,1
1100,"This seems a much more natural approach to me, and I'm surprised that you did not start with that.",pol,pol_negative,1.0,0,1
1101,"From my experience, aligning embedding spaces is something that usually does not work very well, especially in high dimension.",pol,pol_negative,1.0,1,1
1102,The role of \sigma seems very redundant given \omega.,pol,pol_negative,1.0,1,1
1103,"2. If you consider \sigma, why do you also predict the rewrite success with \omega? Couldn't it be simply a function from S x S -> L ?",pol,none,0.0,2,0
1104,"3. The graph neural networks used in the model are not described in the paper, only a reference to Paliwal et al (2019) is given.",pol,pol_negative,1.0,1,1
1105,"It would be helpful to have a brief paragraph describing this architecture, for readers not familiar with the referenced paper.",pol,pol_negative,1.0,2,1
1106,"4. How large is the training set of (T, P) pairs? I don't think this is mentioned in the paper.",pol,pol_negative,1.0,1,1
1107,"5. To train \sigma and \omega, the negative instances are selected randomly.",pol,none,0.0,0,0
1108,You mention that negative mining should improve over this strategy. What does negative mining correspond to in this context? Are there bad rewrites better than others?,pol,pol_negative,1.0,2,1
1109,"6. Did you consider using an inverse function (say G), that maps an embedding in L / L' back to S (i.e. the inverse function of gamma / gamma').",pol,pol_negative,1.0,2,1
1110,"I would imagine that even if an embedding X is a bit noisy, because not exactly equal to gamma(P) where P is the expression it represents, you could consider doing the propagation with gamma(G(X)).",pol,pol_negative,1.0,1,1
1111,This could be a possibility to remove the noise you have when doing multi-step operations (and potentially go way beyond 4 steps).,pol,none,0.0,0,0
1112,"Also, G could be used to check whether you obtain the expected formula after 4 steps, which would be a more informative information than the L2 distance between the resulting embedding and the embedding of the final formula.",pol,pol_negative,1.0,1,1
1113,"Overall, the model is a bit complicated (e.g. question 1.), but the results are promising, the paper is well written, and the ability to manipulate formula embeddings is probably going to be useful in the context of theorem proving.",pol,pol_positive,3.0,3,3
1114,This paper studies the dynamics-based curiosity intrinsic reward where the agent is rewarded highly in states where the forward dynamic prediction errors are high in an embedding space (either due to complexity of the state or unfamiliarity).,pol,none,0.0,0,0
1115,"Overall I like the paper, it's systematic and follows a series of practical considerations and step-by-step experimentations.",pol,pol_positive,3.0,3,3
1116,One of the main area which is missing in the paper is the comparison to two other class of RL methods: count-based exploration and novelty search.,pol,pol_negative,1.0,1,1
1117,"While the section 4 has a discussion on related papers, there's no systematic experimental comparison across these methods.",pol,pol_negative,1.0,1,1
1118,"In sec. 4, there's a reference to an initial set of experiments with count-based methods without much details.",pol,pol_negative,1.0,1,1
1119,Another area of improvement is the experiments around VAE.,pol,pol_neutral,2.0,3,2
1120,"While the paper shows experimentally that they aren't as successful as the RFs or IDFs, there's no further discussion on the reasons for poor performance.",pol,pol_negative,1.0,1,1
1121,Also it's not clear from the details in the paper what are the architectures for the VAE and RFs (there's a reference to the code but would've been better to have sufficient details in the paper).,pol,pol_negative,1.0,1,1
1122,An interesting area for future work could be on early stopping techniques for embedding training - it seems that RFs perform well without any training while in some scenarios the IDFs work overall the best.,pol,pol_neutral,2.0,2,2
1123,So it would be interesting to explore how much training is needed for the embedding model.,pol,pol_neutral,2.0,2,2
1124,RFs are never trained and IDFs are continuously trained.,pol,none,0.0,0,0
1125,So maybe somewhere in between could be the sweet spot with training for a short while and then fixing the features.,pol,none,0.0,0,0
1126,"This paper proposes two new architectures for processing set-structured data: An RNN with an accumulator on its output, and an RNN with gating followed by an accumulator on its output.",pol,none,0.0,0,0
1127,"While sensible, this seems to me to be too minor a contribution to stand alone as a paper.",pol,pol_negative,1.0,1,1
1128,"Additionally, I believe the experimental tasks are new, and as a result all implementations of competing techniques are by the paper authors. This makes it difficult to have confidence in the higher reported performance of the proposed techniques.",pol,pol_negative,1.0,1,1
1129,Algorithms for Streaming data using a machine learning oracle is analyzed theoretically and empirically.,pol,none,0.0,0,0
1130,The idea is to build on some recent work (Hsu 19) which used RNNs to predict heavy hitters in streaming data.,pol,none,0.0,0,0
1131,The purpose of this paper is to analyze whether such an oracle can help streaming algorithms to obtain improved bounds.,pol,pol_neutral,2.0,0,2
1132,I am not very familiar with this line of research so my comments will be more general in this case.,pol,none,0.0,1,0
1133,The idea of improved bounds for streaming algorithms using machine learning oracle seems to be very appealing to me.,pol,pol_positive,3.0,3,3
1134,The authors present novel theoretical results supporting this.,pol,pol_positive,3.0,3,3
1135,Experiments are performed on real as well as synthetic datasets using Hsu et al.’s method as an oracle.,pol,pol_positive,3.0,0,3
1136,"Two real-world problems are selected, i.e., distinct packets in a network flow, Number of occurrences of each type of search query, and it is shown that using a oracle improves performance as compared to methods that do not use the oracle.",pol,pol_positive,3.0,0,3
1137,"Overall, I think the paper seems to be  an interesting direction which has both formal guarantees and experiments validating them in real-world datasets.",pol,pol_positive,3.0,3,3
1138,"One issue is perhaps, very little in terms of related work.",pol,pol_neutral,2.0,1,2
1139,I am not sure if this is the first work in this direction of proving bounds assuming an oracle or if there is some background work that the authors could provide to put this into context.,pol,pol_negative,1.0,1,1
1140,The paper proposed to use a prior distribution to constraint the network embedding.,pol,none,0.0,0,0
1141,The paper used very restricted Gaussian distributions for the formulation.,pol,pol_negative,1.0,1,1
1142,The proposed approach should compared to other stronger methods such as graph convolution neural network/message passing neural networks/structure2vec.,pol,pol_negative,1.0,1,1
1143,This work is clearly the work of a large team.,pol,none,0.0,0,0
1144,the paper clearly defines what is being done.,pol,pol_positive,3.0,3,3
